path,bytes,sha256,git_state,extension,error
ATLAS_AUDITORIA_CONEXAO_MODULOS_20260812.json,3150,be62eaf98c55379411983bf38439b2fbb1b757d589452520c6eb029a1907ef75,TRACKED,.json,
ATLAS_AUDITORIA_CONSOLIDADA_2026-08-20.md,3087,f662be8d26e5b3fc3227233004c9e2094bc5708ee0ccea56fda31612a4115725,TRACKED,.md,
ATLAS_AUDITORIA_INFRAESTRUTURA_LOCAL_20260815.md,3016,3f38225cf7f682ad0021d51e0e26ab78762f8a34ba327d7986c484e549c528fb,TRACKED,.md,
ATLAS_AUDITORIA_MARCO2_GESTAO_Fazenda_20260813.json,740,ccdb83e1a21c8b63ea4a5c7e8ffb161b50e79a59ed2b57f64ba02f7cd388d49c,TRACKED,.json,
ATLAS_AUDITORIA_NUCLEO_PECUARIO_20260813.json,305,8964bb2dd07d1c63ead6e9b1709bab64afdb6b599f637633adba59e4ae8fa8bc,TRACKED,.json,
ATLAS_AUDITORIA_RECUPERACAO_FINAL.json,759,00d5b9442943b8bc66bfc85559cf5b1ea23ba4bf70b80eaf653f328aa2356d42,TRACKED,.json,
ATLAS_AUDITORIA_TRANSACIONAL_V7.md,4887,dff071ba736f80736e9ce7d7bbbd0433526fa89f151de7215ab6709be1b12edd,TRACKED,.md,
ATLAS_AUDITORIA_TRANSACIONAL_V8.md,907,85418a578efad6fc59bb41fbdbdd0cbf5781137e1f6c3ceb0fc5fe952f4f9fec,TRACKED,.md,
ATLAS_BASELINE_MANIFEST.json,122182,5169eb7e8f6f6827d09b82182d0efd13bc38cfe396327ed4c324f211b4a38ba3,TRACKED,.json,
ATLAS_BASELINE_STATIC_AUDIT.json,969,a133b19562cd0f6191c97ec00e44e01d59058a32051fef33e524df91d778aa3d,TRACKED,.json,
ATLAS_CARGA_AUTOMATICA_DEMO.md,871,1fbe810ca36da58136569aae0bd3ea31b83097ddd96a2693a404453abe8d892f,TRACKED,.md,
ATLAS_CARGA_DEMO_V5_DIAGNOSTICO_PREVENTIVO.md,1545,bf5f63f509a04b3c3417baaa17b7bd9b5d79dd3fa150f79c64d542f1c7bcbecb,TRACKED,.md,
ATLAS_CENTRAL_ALERTAS_ACOES_V12_V13.md,1229,ae7479266491bca80300a3c3416955066ea8366f1f9411967f56417653a189d6,TRACKED,.md,
ATLAS_CENTRAL_ANIMAL_REORGANIZACAO_UI.md,1238,bc06380fab49d9a9dcb4d27b67a30b21f4d6c542c3a1f27d5ba3579401f83a9e,TRACKED,.md,
ATLAS_CENTRAL_ANIMAL_TIMELINE_ENTERPRISE_FIX.md,1085,a240663cc644b7b4ecbae59ecb4ddf903648901f4ceda51c9a0be186b5486ba0,TRACKED,.md,
ATLAS_CENTRAL_ANIMAL_TIMELINE_TIMEOUT_FIX.md,1329,4c3b31f3d435e17f44d59cd26d287ae65066d4f35b078d71550a92d642bea611,TRACKED,.md,
ATLAS_CONSOLIDACAO_CANONICA_V19.md,2326,02d2e1e20c3738247bf5fe23183659e7781e9ddbecd63bc9053ba1614073f4eb,TRACKED,.md,
ATLAS_DASHBOARD_INTELIGENCIA_OPERACIONAL_V11.md,749,c1171ac90ecef7464504651e65b5a4129fc316dc66a58cbc9dff292b7dbdc11c,TRACKED,.md,
ATLAS_ESTABILIZACAO_PASSOS_1_A_14_20260820.md,7655,cdfc4f76816062ccb30f6cf947e5a38c8ce70c945ca7e169536dea4aa96d913a,TRACKED,.md,
ATLAS_GATE_SEGURANCA_ROBUSTEZ_V16_V17.md,1770,29eaf896c89868208d03747dae8dd17cdde6187ccc6a750fad627b13c3668f2b,TRACKED,.md,
ATLAS_INTEGRIDADE_OPERACIONAL_V9.md,634,fe96a9f9d586c713b6967be5ceeecf9aa2c294c9103b8badb41042d0008e3844,TRACKED,.md,
ATLAS_INTELIGENCIA_OPERACIONAL_V10.md,1480,9ffbf8a5acc8545b2f6cc210c19e745f1c627b4ddfa5048ee0570da3d3c8e04b,TRACKED,.md,
ATLAS_LICOES_E_PREVENCOES.md,1463,e16d3c559ff581b2bfbdb292438aaedba75076605406962fcfced0203f3e6591,TRACKED,.md,
ATLAS_LIMPEZA_INTERFACE_UX_V18.md,1374,457ba29204d940ae821c200933084a478627cdb36a5bce4f74f41bbc61feda15,TRACKED,.md,
ATLAS_MARCO4D_FECHAMENTO_FUNCIONAL.json,905,07dfb548346c72ef12e664f46679db889fda53c0f1b0115772a3715e2e788092,TRACKED,.json,
ATLAS_MARCO4D_MATRIZ_V1.csv,3666,754ec65e8ce7cc00843141b7ce4ffd8e8ce1b9c3e73031a145ac57cc40bb5936,TRACKED,.csv,
ATLAS_MARCO4E_BASELINE_ESTAVEL.md,1044,db81ece06e7aff723ad862fa93de5cf54413a30e3547d8d9b3d376c33e39b136,TRACKED,.md,
ATLAS_MARCO4_FEATURES_AVANCADAS.csv,39543,0582fcd75675b3ed4f7e6e92aa2223bf88cfd425ecfb6bc219a7dbe872beed12,TRACKED,.csv,
ATLAS_MARCO4_FEATURES_AVANCADAS_CLASSIFICADAS.json,609,82d40bbb7652a4ac6cb804c642156b674b7cad668211ea24cdc845c8d328ae48,TRACKED,.json,
ATLAS_MARCO4_PERSISTENCIA.csv,29925,de9ccdd267a7ae09efde71247b0a7efd7bd197bf29bfc419525579be2480fe68,TRACKED,.csv,
ATLAS_MARCO4_PERSISTENCIA_CLASSIFICADA.json,1088,4c55b226bddc7701e16d232fbecf82244a88a8037e133dd294221030735aafd4,TRACKED,.json,
ATLAS_MARCO4_RELATORIO_CAMADA_2.md,3271,d711cf99f3787f0882430d26c6a923287aa669a5d197477fc82debb7ca577b56,TRACKED,.md,
ATLAS_MARCO4_RELATORIO_CAMADA_3.md,2302,f98ddcff539a21bed20c8b72df67161f3db0f32661c5ecff3a3aa23da837945d,TRACKED,.md,
ATLAS_MARCO4_RELATORIO_CAMADA_4.md,2502,9ad2e84ade48b12aabf156d3a211418843b2e97a6ba9ba330a0f81d0361d5786,TRACKED,.md,
ATLAS_MARCO4_ROTAS.csv,39235,22d6b155699ab400038c7dcd87db89f0262a1772ebd0d70b62d293614bddee0e,TRACKED,.csv,
ATLAS_MARCO4_ROTAS_SEM_UI_CLASSIFICADAS.csv,27721,468cde4f3bdc94f9b04b0a31643c102bb87076799cc1e91836078b08154bb89f,TRACKED,.csv,
ATLAS_MARCO4_ROUTE_SCREEN_MATRIX.json,22498,2aba941590f49c104b3101e43e724c03145230643a9458d0ea375563262fd0dd,TRACKED,.json,
ATLAS_MARCO4_TELAS.csv,31351,f674343278561dc248ab3b6d1c921624e2dfe0ce756d3c0752b66212c6640d80,TRACKED,.csv,
ATLAS_MARCO5A_BASELINE_LOCK.json,2576,94b2109342b70e7c2c42d7d29b99292eb381a43d3d251c8964b7ecf37fb258fe,TRACKED,.json,
ATLAS_MARCO5A_BASELINE_LOCK_REPORT.json,345,90d58e7ab0b3a46597fe9f984d0fff11b4f63583f64df1647529c76898646a28,TRACKED,.json,
ATLAS_MARCO5A_PRODUCTION_READINESS.json,5519,55919ae320c74c5a812f21cdd6539e704442934d3b44f922a7d804ae614a84f7,TRACKED,.json,
ATLAS_MARCO5A_RELATORIO.md,1700,3c04395c3d83ea6b5d6f7c25c7bec3be862670069e7c69d5495f4c50787ba8e8,TRACKED,.md,
ATLAS_MARCO5B_RELATORIO.md,1440,f769df1857d63629c74cb0c455b55826a26fb8dff006be216fb141331be29a11,TRACKED,.md,
ATLAS_MARCO5B_SECURITY_CONTRACT.json,953,1954a1280f9bcee67c0746758fc69a8ea64785733d80458127037a2bc6239c63,TRACKED,.json,
ATLAS_MARCO5C_IDENTITY_CONTRACT.json,1386,3181dcc2acfdc102703d5ed0178074519686982c404ef9ad79ff85e509cff2c5,TRACKED,.json,
ATLAS_MARCO5C_RELATORIO.md,749,aef108f0fbcace8f8aae9f52a7127f332c761e31e209a889208e28faeee31817,TRACKED,.md,
ATLAS_MARCO5D_MEDIA_CONTRACT.json,780,476f2507f88fab15d1ed52d7298de24e284198bd688a7f214ea37b48985214d9,TRACKED,.json,
ATLAS_MARCO5D_RELATORIO.md,1230,398364f2e9e756a0b7e6b7c237200a15ffa3bb668a90cdaeed33971942d5ddd1,TRACKED,.md,
ATLAS_MARCO5_FINAL_CONTRACT.json,556,0f426067584c449685f1039c7b77a91aabbb1ecb6f8a72cc3ebfbfb819b99316,TRACKED,.json,
ATLAS_MARCO5_RELATORIO_FINAL.md,2068,fef71f8c5c533973bf08071533cae4719c123036f4ea2da405513c6a4d2dca3b,TRACKED,.md,
ATLAS_MARCO6_ALEMBIC_RECONCILIATION.md,2588,0e1eb7c274675ca4234e5938b4ba2849950be899c794c56b5d7158deea2a3390,TRACKED,.md,
ATLAS_MARCO6_ALEMBIC_RECONCILIATION_V3.md,1293,e80821b3ac36227d8e2cc0c317f20b6cde398cabf1bc0ed79fec75a4014c530b,TRACKED,.md,
ATLAS_MARCO6_ALEMBIC_RECONCILIATION_V4.md,1479,5782a3aef81ddbfebe4536c71097eb058f375c917f3f220e3878db34d00c3f2c,TRACKED,.md,
ATLAS_MARCO6_ALEMBIC_RECONCILIATION_V5.md,2487,0dad55d6d9ac506274635aef5a8fc02c5bee51ad14b33eee7922e174d9ef1f8b,TRACKED,.md,
ATLAS_MARCO6_ALEMBIC_STRUCTURAL_RECONCILIATION_V2.md,1656,e79a8c90e651d4230b1f23f257c8079c97d2bad58627c29a1634839b22ef2658,TRACKED,.md,
ATLAS_MARCO6_ANDROID_CONTRACT.json,1045,87968c3976444bda2bcf6cf1b42d23aa8d41bbfd964f49a02ec1bbf84da0b506,TRACKED,.json,
ATLAS_MARCO6_AUTH_DIAGNOSTIC_RESET.md,910,893f761cbf78d10fe09f9c5b93f64929a993ca2f951f83376cb7d9c53546fe49,TRACKED,.md,
ATLAS_MARCO6_DEPENDENCY_LOCK.json,248,3816c8dead496eb076f171afc6414c8d5d4d96a8d3dd5d99a240cf45679140ad,TRACKED,.json,
ATLAS_MARCO6_FREE_INFRASTRUCTURE_CONTRACT.json,544,4918b5106a7475ab4f64d3566c11e673692d278323d8879113348d43ff317ee1,TRACKED,.json,
ATLAS_MARCO6_GRATUITO_RELATORIO.md,440,2d5b15d1e408f0a82c08eb994e4f3f842152564bc9985a45b61b27d636379ccb,TRACKED,.md,
ATLAS_MARCO6_PRODUCTION_ADMIN_PROVISIONING.md,1297,396cb7852f3dd3aeff95fbdd865f34415876cac410282871ce262eb61fba69f6,TRACKED,.md,
ATLAS_MARCO6_PRODUCTION_HARDENING.md,2576,43c24763986be9da3031091a698251a51f36e33b026ab1a724ebb42bcc4fa808,TRACKED,.md,
ATLAS_MARCO6_RELATORIO_FINAL.md,769,e45b7015744db74b2a02a2ae4cbb1493c9ed5f5d9c4c94cd5378e8eb75dc112d,TRACKED,.md,
ATLAS_MARCO6_V16_CORRECAO_GIT.md,397,7042a627ea8ba9e4a9674cbe75cf4741d1f8ec599a58ef8a0b665cdc0e10fea1,TRACKED,.md,
ATLAS_MARCO6_V16_GIT_AUDIT_CORRECAO.md,1143,67503cb8d8762f2ba73819897a771addf8c4f5748e1dc05fa2bb0694936dda08,TRACKED,.md,
ATLAS_MARCO6_V16_GIT_FIX_FINAL.md,1122,ea517873c0519786b61fcf7b3d0707e2afd7678c5f9e0a54755b10be3fba5f0f,TRACKED,.md,
ATLAS_MARCO6_V16_RENDER_SUPABASE.md,3583,efbb697316974afe0c3004023656343c9ac80de907f79dc6824436c8af03b197,TRACKED,.md,
ATLAS_MATRIZ_NUCLEO_PECUARIO_20260813.json,2160,361a493c56b78e3ce71773f068a4f1db9fc40ca91517cb305eabc0efc6465c45,TRACKED,.json,
ATLAS_POWERSHELL_STATIC_AUDIT.json,75,c0b00e5ea1cd4f374233a5cd9b5b1d75b2a5601b91b6a6d5017fc7934af3007a,TRACKED,.json,
ATLAS_PREDICTIVE_RISK_AUDIT.json,1760,46522d2e7fc85926ea69626b0198805f3b87459d4cce28ade6721b40b3ae4fcd,TRACKED,.json,
ATLAS_PRODUCTION_BLOCKERS.json,1140,fb46f73cc49c2333942e8a1199acf52a2e3e444b51ab98687ebcc18c30412ee7,TRACKED,.json,
ATLAS_PUBSPEC_DEPENDENCIES_SPRINTS_51_60.txt,255,aee94bf043872512a0365f3b6a49aa50fd560e1d6f9ee0ae23788b9520eea35a,TRACKED,.txt,
ATLAS_REBANHO_PRODUCAO_HOTFIX.md,1478,24c37d3f57a611fdb22ddbf4293d55bda8c93c9cb19debb7c4bb46caf414d899,TRACKED,.md,
ATLAS_REGISTRO_MESTRE.md,296390,b0f4e8f125a79198d97fc52c34e77862663dabeabbc1b6a1c93df639e1efb6a3,TRACKED,.md,
ATLAS_V19_2_CRUD_CANONICO.md,1788,15f944a7ed6809c3d84ce26cf7ab919b73c4c0592a785aaeba3e89d9cd76822c,TRACKED,.md,
ATLAS_V19_3_ACOES_CRUD_VISIVEIS.md,1248,f94a778e65ad914690c40dc40cb84cb293149925c2a77324b79bdf978f9604f8,TRACKED,.md,
ATLAS_V19_4_AREA_ACOES_MODULOS.md,1104,408ec4bd0d5fae5feaf8db92aaa5def97c4cbb43c5085f5140c87e14e55344ae,TRACKED,.md,
ATLAS_V19_5_NAVEGACAO_DIRETA.md,1846,6dde4c0cbc01d922965e965ee0717173a3fda7f24b27a26ae857dd0db29a2a66,TRACKED,.md,
ATLAS_V1_AUDITORIA_248_TELAS.csv,36400,65996df808164545ecfc1ecd473aa4ef769d9d31d2b06c8aceb7ca67050116fe,TRACKED,.csv,
ATLAS_V1_FINAL_MANIFEST.json,2677,2a29f8bdb299ca56e1c608e69b9e66ea6442741fd4ed1f84cae910bf44fddc21,TRACKED,.json,
ATLAS_V1_READINESS_PASSOS_11_A_20.json,1042,d913cbf5491eab0d95ed90db4274ee0dacc6176e16a166a4a8a08e30a20142b1,TRACKED,.json,
ATLAS_V1_READINESS_PASSOS_1_A_10.json,4505,8f402133734948a2580347f3735cffbd46e2d52f19eea675d1768ed0e70c7393,TRACKED,.json,
CHECKLIST_FINAL_PROJETO_ATLAS.md,1000,99359f3b09f0d89ecdb9d44dba7fdee1c8321571a06d07cc516515a458c060de,TRACKED,.md,
CICLOS_10_A_12_IMPLEMENTADOS.txt,173,e9b1ab3266c01c0ffec6bb7ca16abaee5ff23778c67aebaecda7dedf756080b4,TRACKED,.txt,
CICLOS_13_A_15_IMPLEMENTADOS.txt,112,b0e2800b5e08850a720ddc8a3336a4f70ca6c1a95e1f6627584e88e93d0b80ff,TRACKED,.txt,
CICLOS_16_A_18_IMPLEMENTADOS.txt,72,d1089896abc05cbc3f199d60651a0a0018ae22aae559eda41d538fe00febe988,TRACKED,.txt,
CICLOS_19_E_20_IMPLEMENTADOS.txt,78,690d78bcb5a7d209f9616fed2d76af30949d081573455a71104f2137716b0f62,TRACKED,.txt,
CICLOS_5_E_6_IMPLEMENTADOS.txt,44,0429ff95e2e9b1e5c6b87144a172aebce04739213d04aede9ab8e3524279ed39,TRACKED,.txt,
CICLOS_7_A_9_IMPLEMENTADOS.txt,96,cf092ff31f66bb6a0188c8612f6574c94d0758c42f60e3828579ff6e8a9a9354,TRACKED,.txt,
CICLO_1_IMPLEMENTADO.txt,90,4d2fd085e2882c4950941ca708348b5db270b7d7d3790432d864443581b710bb,TRACKED,.txt,
CICLO_2_IMPLEMENTADO.txt,244,d231600b8af66d6676f9fdc69f44030523393b0c79dbdb982691b7a4e34496ef,TRACKED,.txt,
CICLO_3_IMPLEMENTADO.txt,125,d98cecb7f0a89aab6048353a60d7018cf5ca50a3c15918a0720a042f861f93bc,TRACKED,.txt,
CICLO_4_IMPLEMENTADO.txt,93,3f72923087343fb890845dc57f04da9074e00a6ec299aa4b9b9c7b90968d1fe7,TRACKED,.txt,
CORRECAO_19_CURLY_BRACES_CONFIRMADA.txt,183,966a97f2f21fb599e0d6accce27c27c212c6a24be619437669ddf69a2e362914,TRACKED,.txt,
CORRECAO_ADB_AUTOMATICO_CONFIRMADA.txt,373,6da744b09682bab9f124fafc39bddcecf44efb5de221da23b715366dab19bafd,TRACKED,.txt,
CORRECAO_FINAL_ENUM_44_45_46_LEIA_ME.txt,1121,5e342301fc3321ce55739faacc0f807bf1ff81e84a62b58ab3012efb2fa1703b,TRACKED,.txt,
CORRECAO_ICONES_BOVINOS_11_08_2026.txt,400,b11e2cd35ee064d8330358e8876fa3cf47b2ea2ac4bf17788ba0b0a7ab3acbee,TRACKED,.txt,
CORRECAO_NAVEGACAO_DUAS_LINHAS_LEIA_ME.txt,1070,2a34c1434629dc3ab9d9bfbade217c0d84bc6109bbc55e4c983132d27b9c86cf,TRACKED,.txt,
CORRECAO_NAVEGACAO_MODULOS_LEIA_ME.txt,1457,41e890c7377b1df861534726f27f476158002695220666132b97f7508f0827c8,TRACKED,.txt,
CORRECAO_POWERSHELL_LASTEXITCODE_CONFIRMADA.txt,485,f6c250a117c318ad4ad6ffbf06c861b72565ecce0b64ae58fb5cd8a447efbcdc,TRACKED,.txt,
ENTREGA_PACOTE_28.txt,140,4cff2e638991348ff492a9953c5649adec434cd9e405b873b8e2b050aee772ec,TRACKED,.txt,
HISTORICO_PACOTES_ESSENCIAL.txt,1194,f3d78578211e54ce175bc65fa7087b04ca3d776274a1a147bc4a2c9fdb2ae318,TRACKED,.txt,
HISTORICO_UNICO_PACOTES_ATLAS.txt,34182,a686c16d07321b52a0d51cc140c484fbfd6e45eb661f8a6912d72b55a3ad4007,TRACKED,.txt,
LEIA-ME.txt,757,7ad70d972bbd20a235365c8347083516aa3dae8658105c845d6c53c672501065,TRACKED,.txt,
LEIA_ME_APLICACAO.txt,528,ba4d3842ac1dd0bab7dda42c0b36809f887a3a19a48cf14d1cac3712a6e0428a,TRACKED,.txt,
LEIA_ME_ATLAS_ANDROID_1.md,398,cb16093603a5a42d3e9a50f887e207e5067931f34983c1065a82e2f1a3049b58,TRACKED,.md,
LEIA_ME_ATLAS_V1_PASSOS_1_A_10.md,3427,7599501a94a65ea53693f93b0d0f88246029855aaab71166f61de2f9500d9029,TRACKED,.md,
LEIA_ME_BLOCOS_1_A_5.md,1279,12421c082fa624184516712cf70f4638b6ff6f70fd11370f65ac60c9ba12ace2,TRACKED,.md,
LEIA_ME_BLOCOS_6_A_10.md,857,02b022ef714d7e467520f64c9a30bbb2b770da98575b571411455075f03b9f47,TRACKED,.md,
LEIA_ME_CICLOS_10_A_12.md,166,1d241a9efd9516cf1fa2c1286c2182c125c6a3266afbed3fa1e821e11f43c6ac,TRACKED,.md,
LEIA_ME_CICLOS_13_A_15.md,270,e8bff7e1ef39c8ff6aad5ba6926d9f4dae894782df4ef64882550b1a99c4c9d2,TRACKED,.md,
LEIA_ME_CICLOS_16_A_18.md,222,17177d4839928fc99ddd89b433291acca156fe60892aab01fe42f11d8e94ecdf,TRACKED,.md,
LEIA_ME_CICLOS_19_E_20.md,360,d81d667350547d654095b9351c92a8cd0ee21867a4cd1fbbc3fef5a4d26e7b7a,TRACKED,.md,
LEIA_ME_CICLOS_5_E_6.md,134,55adcce344dadd05cb82864bd684dab8f70c51e4323794d0fcad56d3df2af9b7,TRACKED,.md,
LEIA_ME_CICLOS_7_A_9.md,245,c0a754023dbb22f09e25194134e598717ae7c69f4374453cdfd12833bfa79e79,TRACKED,.md,
LEIA_ME_CICLO_1_SPRINTS_131_A_135.md,746,9865bf6cd44858289768d5fc5206667d8eb17c319f817adba5a71b51fae5f895,TRACKED,.md,
LEIA_ME_CICLO_2_SPRINTS_136_A_140.md,341,a0d7d3647793acae11041fd0e60c5b81a38b2768a6a395c7128d0303b47aa4b0,TRACKED,.md,
LEIA_ME_CICLO_3_SPRINTS_141_A_145.md,246,f7f2391574530efb1c08964277192009bc1e6fd57a0ed225e62c4e2f50d8c5d2,TRACKED,.md,
LEIA_ME_CICLO_4_SPRINTS_146_A_150.md,342,68a01a93c2a162ea1cfb373dccc9d15a858fc001c49e1ecacc970144f82f189d,TRACKED,.md,
LEIA_ME_CORRECAO_19_AVISOS_CURLY_BRACES.md,510,215b853c75649ad97c3455d226a0b4cd0d994211895817d73baf60d12b315fa9,TRACKED,.md,
LEIA_ME_CORRECAO_7_AVISOS.md,723,c919b987cfacd6e9280a58354891aafa4e01446ba57cf32e53e28f7cf088cedf,TRACKED,.md,
LEIA_ME_CORRECAO_DASHBOARD.txt,383,58fed5493a562808a9322bc54da0d5649d7829bdb93851765461ac59e1e6b9c6,TRACKED,.txt,
LEIA_ME_ESTABILIZACAO_ANDROID.txt,1504,18b5b524f01d22d64d1529616b109fe664596e355836fb17e46498f2443e46aa,TRACKED,.txt,
LEIA_ME_FASES_2_E_3.txt,1770,f3daafcba614b2e265a759376c10fec84f4998f47daeeb863778195bcef8f62d,TRACKED,.txt,
LEIA_ME_FASES_4_E_5.md,2535,4a050674f7acdadcc06b330f1cc236271f3f8c9ebf25e763eb4d93b802941734,TRACKED,.md,
LEIA_ME_FASE_1.txt,711,f494f87e54e7cf4984220abbe2a90c6ad32ac36f5138e070fb08388a0d6d37c3,TRACKED,.txt,
LEIA_ME_SPRINTS_11_A_15.md,765,9d3dd35c57a1c8e6b65ff55980fad5493db35a12a4dc9c7dac6ae4ebb7a0c51b,TRACKED,.md,
LEIA_ME_SPRINTS_16_A_20.md,1127,2d3e61b0486274cdec3311e36f009e2597bee7ba48c4556a09e1cef65a2bf5a8,TRACKED,.md,
LEIA_ME_SPRINTS_21_A_25.md,1251,ca1b46ac30ab78951ed42dfbb32f887e497b1f3006edb4ff0617d0a8ec58ad15,TRACKED,.md,
LEIA_ME_SPRINTS_51_A_60.md,745,f9b1f1f1789b55538c616d97d50da9176e885dd6a5f92798c244f5a93943dd8b,TRACKED,.md,
LEIA_ME_SPRINTS_61_A_70.md,216,ef36137ba176c77613d90c46b4f820a7aba30c13dbf3096742665a352e2eb081,TRACKED,.md,
LEIA_ME_SPRINTS_71_A_80.md,382,6e8b65e57b8158dee97a5eb42a7937a2e3eec1631ef58ef4f7c684f5616c736e,TRACKED,.md,
PACOTES_26_A_30_MANIFESTO.json,288,058d2636048630419e646d89938e31be22d296d9624bc27348beb82f24512b22,TRACKED,.json,
PUBSPEC_DEPENDENCIES_CORRIGIDAS_SPRINTS_61_70.txt,288,8343a0a02a453c14f8e96b0016242aca4a98dbb5d07f61561ec5c286fc8ad2d9,TRACKED,.txt,
README.md,463,03db8aed75f0e207e8ceabe520482e4c6ca09a9f6fe3f550b6dfbbb2be3648ed,TRACKED,.md,
VALIDACAO_24D_CORRECAO.txt,1019,3ff1ed0d9640569ea5fffdd6a5e5fc65de3b9f329839d4ca300513ef6db0ddc8,TRACKED,.txt,
_atlas_snapshot_meta/git_branch.txt,11,6053eefa7ede1e35e5bd61d8dc6171822321c026ce1bb1b8be1bbb1f411f7c3d,UNTRACKED_NOT_IGNORED,.txt,
_atlas_snapshot_meta/git_head.txt,45,8d2efb7c606aed8a74c1975104cbacd9b6bd5f1b22b6fec320b40a9df5705d29,UNTRACKED_NOT_IGNORED,.txt,
_atlas_snapshot_meta/git_last_20_commits.txt,1420,076c925838cffeeb99cf7fd1a6e95b8856e0c2d8bc7d1e1d0999af54464dbc4a,UNTRACKED_NOT_IGNORED,.txt,
_atlas_snapshot_meta/git_remotes.txt,138,7128fd7454c47c9abf69ef715c67d9f77bcfd25976db2e3f2ac1de6db9710c65,UNTRACKED_NOT_IGNORED,.txt,
_atlas_snapshot_meta/git_status.txt,248,2dcd09cc288ec5d82a3f30306f3dedc7a352698e7510d821089c8cec6e36a644,UNTRACKED_NOT_IGNORED,.txt,
