source,target
core/event_center/atlas_event_center_screen.dart,core/event_center/atlas_event_log_filter.dart
core/event_center/atlas_event_center_screen.dart,core/event_center/atlas_event_log_service.dart
core/event_center/atlas_event_center_screen.dart,core/events/atlas_event.dart
core/event_center/atlas_event_center_screen.dart,core/events/atlas_event_bus.dart
core/event_center/atlas_event_center_screen.dart,core/operational_memory/atlas_operational_memory_screen.dart
core/event_center/atlas_event_detail_screen.dart,core/event_center/atlas_event_log_entry.dart
core/event_center/atlas_event_detail_screen.dart,core/events/atlas_event.dart
core/event_center/atlas_event_log_entry.dart,core/events/atlas_event.dart
core/event_center/atlas_event_log_filter.dart,core/event_center/atlas_event_log_entry.dart
core/event_center/atlas_event_log_filter.dart,core/events/atlas_event.dart
core/event_center/atlas_event_log_service.dart,core/event_center/atlas_event_log_entry.dart
core/event_center/atlas_event_log_service.dart,core/event_center/atlas_event_log_filter.dart
core/event_center/atlas_event_log_service.dart,core/events/atlas_event.dart
core/event_center/atlas_event_log_service.dart,core/events/atlas_event_bus.dart
core/event_center/atlas_event_log_service.dart,core/events/atlas_event_filter.dart
core/events/atlas_event_bus.dart,core/events/atlas_event.dart
core/events/atlas_event_bus.dart,core/events/atlas_event_filter.dart
core/events/atlas_event_bus.dart,core/events/atlas_event_subscription.dart
core/events/atlas_event_factory.dart,core/events/atlas_event.dart
core/events/atlas_event_filter.dart,core/events/atlas_event.dart
core/events/atlas_event_observer.dart,core/events/atlas_event.dart
core/events/atlas_event_observer.dart,core/events/atlas_event_bus.dart
core/events/atlas_event_subscription.dart,core/events/atlas_event.dart
core/events/atlas_event_subscription.dart,core/events/atlas_event_filter.dart
core/foundation/atlas_foundation_center_screen.dart,core/foundation/atlas_foundation_models.dart
core/foundation/atlas_foundation_center_screen.dart,core/foundation/atlas_foundation_repository.dart
core/foundation/atlas_foundation_repository.dart,core/foundation/atlas_foundation_models.dart
core/integration/atlas_integration_core.dart,core/integration/atlas_integration_event.dart
core/integration/atlas_integration_core.dart,core/integration/atlas_integration_module.dart
core/integration/atlas_integration_core.dart,core/integration/atlas_module_registry.dart
core/integration/atlas_integration_core_screen.dart,core/integration/atlas_integration_core.dart
core/integration/atlas_integration_core_screen.dart,core/integration/atlas_integration_event.dart
core/integration/atlas_integration_core_screen.dart,core/integration/atlas_integration_module.dart
core/integration/atlas_module_registry.dart,core/integration/atlas_integration_module.dart
core/navigation/atlas_home_shell.dart,core/branding/atlas_branding.dart
core/navigation/atlas_home_shell.dart,core/branding/atlas_livestock_icons.dart
core/navigation/atlas_home_shell.dart,core/navigation/atlas_route_definition.dart
core/navigation/atlas_home_shell.dart,core/offline/presentation/atlas_offline_center_screen.dart
core/navigation/atlas_home_shell.dart,core/session/atlas_session_scope.dart
core/navigation/atlas_home_shell.dart,features/animal_health/presentation/screens/health_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/animal_reproduction/presentation/screens/reproduction_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/atlas_intelligence_center/presentation/screens/atlas_intelligence_center_screen.dart
core/navigation/atlas_home_shell.dart,features/atlas_scale/presentation/screens/atlas_scale_center_screen.dart
core/navigation/atlas_home_shell.dart,features/commercial_readiness/presentation/screens/atlas_commercial_readiness_screen.dart
core/navigation/atlas_home_shell.dart,features/dashboard/presentation/screens/dashboard_screen.dart
core/navigation/atlas_home_shell.dart,features/data_intelligence/presentation/screens/atlas_data_intelligence_screen.dart
core/navigation/atlas_home_shell.dart,features/enterprise_operations/presentation/screens/atlas_enterprise_operations_screen.dart
core/navigation/atlas_home_shell.dart,features/farm/domain/models/farm_data.dart
core/navigation/atlas_home_shell.dart,features/farm/presentation/screens/farm_list_screen.dart
core/navigation/atlas_home_shell.dart,features/farm_agenda/presentation/screens/farm_agenda_list_screen.dart
core/navigation/atlas_home_shell.dart,features/farm_finance/presentation/screens/farm_finance_list_screen.dart
core/navigation/atlas_home_shell.dart,features/farm_finance/presentation/screens/finance_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/farm_inventory/presentation/screens/farm_inventory_list_screen.dart
core/navigation/atlas_home_shell.dart,features/farm_inventory/presentation/screens/inventory_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/field_operations/presentation/screens/atlas_field_operations_screen.dart
core/navigation/atlas_home_shell.dart,features/flutter_quality/presentation/screens/atlas_flutter_quality_screen.dart
core/navigation/atlas_home_shell.dart,features/herd/presentation/screens/herd_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/nutrition/presentation/screens/nutrition_overview_screen.dart
core/navigation/atlas_home_shell.dart,features/operational_readiness/presentation/screens/atlas_operational_readiness_screen.dart
core/navigation/atlas_home_shell.dart,features/pilot_program/presentation/screens/atlas_pilot_program_screen.dart
core/navigation/atlas_home_shell.dart,features/precision_hub/presentation/screens/atlas_precision_hub_screen.dart
core/navigation/atlas_home_shell.dart,features/publication_center/presentation/screens/atlas_publication_center_screen.dart
core/navigation/atlas_home_shell.dart,features/release_management/presentation/screens/atlas_release_center_screen.dart
core/navigation/atlas_home_shell.dart,features/reports/presentation/screens/reports_screen.dart
core/navigation/atlas_home_shell.dart,features/saas_admin/presentation/screens/atlas_saas_admin_screen.dart
core/navigation/atlas_home_shell.dart,features/security_center/presentation/screens/atlas_security_center_screen.dart
core/network/atlas_android_endpoint.dart,core/network/atlas_environment.dart
core/network/atlas_http_client.dart,core/network/atlas_environment.dart
core/network/atlas_http_client.dart,core/text/atlas_text_normalizer.dart
core/network/atlas_http_client.dart,features/enterprise_platform/data/services/atlas_enterprise_remote_auth_store.dart
core/network/atlas_http_client.dart,features/enterprise_platform/domain/models/atlas_enterprise_remote_session.dart
core/offline/controllers/atlas_offline_controller.dart,core/offline/models/offline_sync_models.dart
core/offline/controllers/atlas_offline_controller.dart,core/offline/services/offline_repository.dart
core/offline/controllers/atlas_offline_controller.dart,core/offline/services/offline_sync_coordinator.dart
core/offline/controllers/atlas_offline_controller.dart,core/session/atlas_session_controller.dart
core/offline/presentation/atlas_offline_center_screen.dart,core/offline/controllers/atlas_offline_controller.dart
core/offline/presentation/atlas_offline_center_screen.dart,core/offline/models/offline_sync_models.dart
core/offline/presentation/atlas_offline_center_screen.dart,core/session/atlas_session_scope.dart
core/offline/services/offline_mutation_service.dart,core/offline/models/offline_operation.dart
core/offline/services/offline_mutation_service.dart,core/offline/services/offline_repository.dart
core/offline/services/offline_repository.dart,core/offline/database/atlas_offline_database.dart
core/offline/services/offline_repository.dart,core/offline/models/offline_operation.dart
core/offline/services/offline_repository.dart,core/offline/models/offline_sync_models.dart
core/offline/services/offline_sync_coordinator.dart,core/network/atlas_http_client.dart
core/offline/services/offline_sync_coordinator.dart,core/offline/models/offline_sync_models.dart
core/offline/services/offline_sync_coordinator.dart,core/offline/services/offline_repository.dart
core/operational_intelligence/action_plan/atlas_action_attention.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_action_attention_controller.dart,core/operational_intelligence/action_plan/atlas_action_attention.dart
core/operational_intelligence/action_plan/atlas_action_attention_controller.dart,core/operational_intelligence/action_plan/atlas_action_attention_preferences.dart
core/operational_intelligence/action_plan/atlas_action_attention_controller.dart,core/operational_intelligence/action_plan/atlas_action_attention_service.dart
core/operational_intelligence/action_plan/atlas_action_attention_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_action_attention_screen.dart,core/operational_intelligence/action_plan/atlas_action_attention.dart
core/operational_intelligence/action_plan/atlas_action_attention_screen.dart,core/operational_intelligence/action_plan/atlas_action_attention_controller.dart
core/operational_intelligence/action_plan/atlas_action_attention_screen.dart,core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart
core/operational_intelligence/action_plan/atlas_action_attention_service.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_action_attention_service.dart,core/operational_intelligence/action_plan/atlas_action_attention.dart
core/operational_intelligence/action_plan/atlas_action_attention_service.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_action_outcome_service.dart,core/events/atlas_event.dart
core/operational_intelligence/action_plan/atlas_action_outcome_service.dart,core/events/atlas_event_bus.dart
core/operational_intelligence/action_plan/atlas_action_outcome_service.dart,core/operational_intelligence/action_plan/atlas_action_outcome.dart
core/operational_intelligence/action_plan/atlas_action_outcome_service.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_agriculture_screen.dart,core/operational_intelligence/action_plan/atlas_agriculture_models.dart
core/operational_intelligence/action_plan/atlas_agriculture_screen.dart,core/operational_intelligence/action_plan/atlas_agriculture_service.dart
core/operational_intelligence/action_plan/atlas_agriculture_screen.dart,core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart
core/operational_intelligence/action_plan/atlas_agriculture_service.dart,core/operational_intelligence/action_plan/atlas_agriculture_models.dart
core/operational_intelligence/action_plan/atlas_area_performance.dart,core/operational_intelligence/action_plan/atlas_operational_goal.dart
core/operational_intelligence/action_plan/atlas_asset_maintenance_screen.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_models.dart
core/operational_intelligence/action_plan/atlas_asset_maintenance_screen.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_service.dart
core/operational_intelligence/action_plan/atlas_asset_maintenance_screen.dart,core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart
core/operational_intelligence/action_plan/atlas_asset_maintenance_service.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_models.dart
core/operational_intelligence/action_plan/atlas_climate_screen.dart,core/operational_intelligence/action_plan/atlas_climate_models.dart
core/operational_intelligence/action_plan/atlas_climate_screen.dart,core/operational_intelligence/action_plan/atlas_climate_service.dart
core/operational_intelligence/action_plan/atlas_climate_screen.dart,core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart
core/operational_intelligence/action_plan/atlas_climate_service.dart,core/operational_intelligence/action_plan/atlas_climate_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_command_center_action_analytics.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart,core/operational_intelligence/action_plan/atlas_command_center_action_analytics.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action_analytics.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action_update.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_command_center_action_update_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/action_plan/atlas_decision_action_auto_sync_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core/operational_intelligence/atlas_operational_priority.dart
core/operational_intelligence/action_plan/atlas_command_center_action_filters.dart,core/contracts/atlas_canonical_types.dart
core/operational_intelligence/action_plan/atlas_command_center_action_filters.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_attention.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_attention_controller.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_attention_preferences.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_attention_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_attention_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_outcome.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_action_outcome_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_agriculture_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_agriculture_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_agriculture_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_area_performance.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_asset_maintenance_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_climate_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_climate_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_climate_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_analytics.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_filters.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_plan_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_update.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_command_center_action_update_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_commercial_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_commercial_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_commercial_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_decision_action_auto_sync_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_intelligence_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_intelligence_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_intelligence_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_scenario_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_scenario_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_economic_scenario_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_esg_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_esg_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_esg_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_audit_entry.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_audit_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_audit_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_cycle_report.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_cycle_report_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_meeting.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_meeting_builder.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_meeting_decision.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_meeting_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_meeting_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_weekly_review.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_weekly_review_builder.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_weekly_review_controller.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_weekly_review_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_execution_weekly_review_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_360_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_360_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_360_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_intelligence.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_intelligence_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_executive_intelligence_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_farm_execution_score.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_financial_management_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_financial_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_financial_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_goal_action_link.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_goal_action_link_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_goal_performance_summary.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_intelligence_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_intelligence_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_strategy_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_strategy_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_health_strategy_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_inventory_management_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_inventory_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_inventory_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_link.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_link_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_card.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_controller.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_result.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_controller.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_item.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_intelligence_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_strategy_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_strategy_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_nutrition_strategy_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_operational_goal.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_operational_goal_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_management_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_strategy_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_strategy_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_pasture_strategy_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_people_management_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_people_management_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_people_management_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_recommendation_effectiveness.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_recommendation_effectiveness_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_reproductive_intelligence_screen.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_reproductive_models.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_reproductive_service.dart
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core/operational_intelligence/action_plan/atlas_reproductive_strategy_models.dart
