path,module,layer,role,lines,bytes,local_import_count,external_import_count,public_declarations,is_screen,has_navigation,incoming_references
core/navigation/atlas_home_shell.dart,core,navigation,screen/widget,812,28836,32,1,AtlasHomeShell,False,False,1
core/navigation/atlas_route_definition.dart,core,navigation,bootstrap/routing,32,884,0,1,AtlasRouteMaturity | AtlasRouteMaturityLabel | AtlasRouteDefinition,False,False,1
core/network/atlas_android_endpoint.dart,core,network,support,38,1039,1,1,AtlasAndroidEndpoint,False,False,0
core/network/atlas_environment.dart,core,network,support,158,4638,0,0,AtlasEnvironment | AtlasEnvironmentConfig,False,False,4
core/network/atlas_http_client.dart,core,network,model/contract,589,16970,4,6,AtlasHttpException | AtlasHttpResponse | AtlasHttpClient,False,False,33
core/offline/controllers/atlas_offline_controller.dart,core,offline,service/engine,140,4087,4,3,AtlasOfflineController,False,False,1
core/offline/database/atlas_offline_database.dart,core,offline,support,161,4976,0,2,AtlasOfflineDatabase,False,False,1
core/offline/models/offline_operation.dart,core,offline,model/contract,102,3161,0,1,OfflineOperation,False,False,2
core/offline/models/offline_sync_models.dart,core,offline,model/contract,150,4161,0,1,OfflineQueueStats | OfflineConflict | OfflineCachedEntity | OfflineSyncReport | OfflineServerStatus,False,False,4
core/offline/presentation/atlas_offline_center_screen.dart,core,offline,screen/widget,293,9230,3,1,AtlasOfflineCenterScreen,True,False,1
core/offline/services/offline_mutation_service.dart,core,offline,service/engine,51,1467,2,1,OfflineMutationService,False,False,1
core/offline/services/offline_repository.dart,core,offline,service/engine,339,11078,3,2,OfflineRepository,False,False,3
core/offline/services/offline_sync_coordinator.dart,core,offline,support,237,7245,3,1,OfflineSyncProgress | OfflineSyncCoordinator,False,False,1
core/operational_intelligence/action_plan/atlas_action_attention.dart,core,operational_intelligence,support,62,1659,1,0,AtlasActionAttentionType | AtlasActionAttentionSeverity | AtlasActionAttention,False,False,4
core/operational_intelligence/action_plan/atlas_action_attention_controller.dart,core,operational_intelligence,service/engine,68,2346,4,1,AtlasActionAttentionController,False,False,2
core/operational_intelligence/action_plan/atlas_action_attention_preferences.dart,core,operational_intelligence,support,59,1553,0,2,AtlasActionAttentionPreferences,False,False,2
core/operational_intelligence/action_plan/atlas_action_attention_screen.dart,core,operational_intelligence,screen/widget,218,7423,3,2,AtlasActionAttentionScreen,True,False,2
core/operational_intelligence/action_plan/atlas_action_attention_service.dart,core,operational_intelligence,service/engine,138,4687,3,0,AtlasActionAttentionService,False,False,2
core/operational_intelligence/action_plan/atlas_action_outcome.dart,core,operational_intelligence,support,135,4380,0,0,AtlasActionOutcome,False,False,6
core/operational_intelligence/action_plan/atlas_action_outcome_service.dart,core,operational_intelligence,service/engine,165,5014,4,2,AtlasActionOutcomeService,False,False,3
core/operational_intelligence/action_plan/atlas_agriculture_models.dart,core,operational_intelligence,support,326,9930,0,0,AtlasCropStatus | AtlasAgriculturalOperationType | AtlasCropField | AtlasSoilSample | AtlasAgriculturalOperation | AtlasAgricultureExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_agriculture_screen.dart,core,operational_intelligence,screen/widget,1046,34930,3,2,AtlasAgricultureScreen,True,False,2
core/operational_intelligence/action_plan/atlas_agriculture_service.dart,core,operational_intelligence,service/engine,235,7966,1,2,AtlasAgricultureService,False,False,2
core/operational_intelligence/action_plan/atlas_area_performance.dart,core,operational_intelligence,support,28,824,1,0,AtlasAreaPerformance,False,False,3
core/operational_intelligence/action_plan/atlas_asset_maintenance_models.dart,core,operational_intelligence,model/contract,502,15010,0,0,AtlasAssetType | AtlasAssetStatus | AtlasFarmAsset | AtlasMaintenanceType | AtlasMaintenanceStatus | AtlasMaintenanceOrder | AtlasAssetUsageRecord | AtlasAssetMaintenanceSummary,False,False,3
core/operational_intelligence/action_plan/atlas_asset_maintenance_screen.dart,core,operational_intelligence,screen/widget,1546,53523,3,2,AtlasAssetMaintenanceScreen,True,False,2
core/operational_intelligence/action_plan/atlas_asset_maintenance_service.dart,core,operational_intelligence,service/engine,306,10198,1,2,AtlasAssetMaintenanceService,False,False,2
core/operational_intelligence/action_plan/atlas_climate_models.dart,core,operational_intelligence,support,169,5449,0,0,AtlasClimateRiskLevel | AtlasClimateObservation | AtlasClimateForecast | AtlasClimateExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_climate_screen.dart,core,operational_intelligence,screen/widget,650,20752,3,2,AtlasClimateScreen,True,False,2
core/operational_intelligence/action_plan/atlas_climate_service.dart,core,operational_intelligence,service/engine,233,7233,1,2,AtlasClimateService,False,False,2
core/operational_intelligence/action_plan/atlas_command_center_action.dart,core,operational_intelligence,model/contract,203,6565,1,0,AtlasCommandCenterAction,False,False,22
core/operational_intelligence/action_plan/atlas_command_center_action_analytics.dart,core,operational_intelligence,support,42,1243,1,0,AtlasCommandCenterActionAnalytics,False,False,4
core/operational_intelligence/action_plan/atlas_command_center_action_analytics_service.dart,core,operational_intelligence,service/engine,102,3504,3,0,AtlasCommandCenterActionAnalyticsService,False,False,3
core/operational_intelligence/action_plan/atlas_command_center_action_controller.dart,core,operational_intelligence,service/engine,197,6482,9,1,AtlasCommandCenterActionController,False,False,30
core/operational_intelligence/action_plan/atlas_command_center_action_filters.dart,core,operational_intelligence,support,57,1883,2,0,AtlasCommandCenterActionView,False,False,2
core/operational_intelligence/action_plan/atlas_command_center_action_plan.dart,core,operational_intelligence,support,122,5578,0,0,,False,False,2
core/operational_intelligence/action_plan/atlas_command_center_action_plan_screen.dart,core,operational_intelligence,screen/widget,1249,44476,37,2,AtlasCommandCenterActionPlanScreen,True,True,1
core/operational_intelligence/action_plan/atlas_command_center_action_service.dart,core,operational_intelligence,service/engine,371,11439,6,2,AtlasCommandCenterActionService,False,False,5
core/operational_intelligence/action_plan/atlas_command_center_action_update.dart,core,operational_intelligence,support,50,1356,0,0,AtlasCommandCenterActionUpdate,False,False,4
core/operational_intelligence/action_plan/atlas_command_center_action_update_service.dart,core,operational_intelligence,service/engine,140,4296,4,2,AtlasCommandCenterActionUpdateService,False,False,2
core/operational_intelligence/action_plan/atlas_commercial_models.dart,core,operational_intelligence,model/contract,237,7027,0,0,AtlasCommercialPartnerType | AtlasCommercialDealType | AtlasCommercialDealStatus | AtlasCommercialPartner | AtlasCommercialDeal | AtlasCommercialPriceScenario | AtlasCommercialExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_commercial_screen.dart,core,operational_intelligence,screen/widget,915,29792,3,2,AtlasCommercialScreen,True,False,2
core/operational_intelligence/action_plan/atlas_commercial_service.dart,core,operational_intelligence,service/engine,211,6912,1,2,AtlasCommercialService,False,False,2
core/operational_intelligence/action_plan/atlas_decision_action_auto_sync_service.dart,core,operational_intelligence,service/engine,67,1581,2,1,AtlasDecisionActionAutoSyncService,False,False,3
core/operational_intelligence/action_plan/atlas_economic_intelligence_models.dart,core,operational_intelligence,model/contract,279,8432,0,0,AtlasEconomicActivity | AtlasEconomicScenarioType | AtlasEconomicProductionMetric | AtlasEconomicInvestmentScenario | AtlasEconomicSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_economic_intelligence_screen.dart,core,operational_intelligence,screen/widget,751,24730,3,2,AtlasEconomicIntelligenceScreen,True,False,3
core/operational_intelligence/action_plan/atlas_economic_intelligence_service.dart,core,operational_intelligence,service/engine,280,8822,3,2,AtlasEconomicIntelligenceService,False,False,4
core/operational_intelligence/action_plan/atlas_economic_scenario_models.dart,core,operational_intelligence,model/contract,83,2499,0,0,AtlasAdvancedEconomicScenarioType | AtlasAdvancedEconomicScenarioInput | AtlasMonthlyEconomicProjection | AtlasAdvancedEconomicScenarioResult,False,False,3
core/operational_intelligence/action_plan/atlas_economic_scenario_screen.dart,core,operational_intelligence,screen/widget,305,9863,4,1,AtlasEconomicScenarioScreen,True,True,2
core/operational_intelligence/action_plan/atlas_economic_scenario_service.dart,core,operational_intelligence,service/engine,201,6407,2,0,AtlasEconomicScenarioService,False,False,2
core/operational_intelligence/action_plan/atlas_esg_models.dart,core,operational_intelligence,model/contract,148,4069,0,0,AtlasEsgCategory | AtlasEsgRecord | AtlasCarbonInventory | AtlasEsgExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_esg_screen.dart,core,operational_intelligence,screen/widget,576,18143,3,2,AtlasEsgScreen,True,False,2
core/operational_intelligence/action_plan/atlas_esg_service.dart,core,operational_intelligence,service/engine,244,8405,1,2,AtlasEsgService,False,False,2
core/operational_intelligence/action_plan/atlas_execution_audit_entry.dart,core,operational_intelligence,support,62,1815,0,0,AtlasExecutionAuditEntry,False,False,3
core/operational_intelligence/action_plan/atlas_execution_audit_screen.dart,core,operational_intelligence,screen/widget,99,3141,2,2,AtlasExecutionAuditScreen,True,False,3
core/operational_intelligence/action_plan/atlas_execution_audit_service.dart,core,operational_intelligence,service/engine,123,3214,1,2,AtlasExecutionAuditService,False,False,4
core/operational_intelligence/action_plan/atlas_execution_cycle_report.dart,core,operational_intelligence,support,116,3928,0,0,AtlasExecutionCycleReport,False,False,3
core/operational_intelligence/action_plan/atlas_execution_cycle_report_service.dart,core,operational_intelligence,service/engine,224,7624,5,2,AtlasExecutionCycleReportService,False,False,2
core/operational_intelligence/action_plan/atlas_execution_meeting.dart,core,operational_intelligence,support,106,3190,1,0,AtlasExecutionMeeting,False,False,8
core/operational_intelligence/action_plan/atlas_execution_meeting_builder.dart,core,operational_intelligence,support,47,1566,2,0,AtlasExecutionMeetingBuilder,False,False,2
core/operational_intelligence/action_plan/atlas_execution_meeting_decision.dart,core,operational_intelligence,model/contract,76,2276,0,0,AtlasExecutionMeetingDecision,False,False,6
core/operational_intelligence/action_plan/atlas_execution_meeting_screen.dart,core,operational_intelligence,screen/widget,704,27773,9,2,AtlasExecutionMeetingScreen,True,True,2
core/operational_intelligence/action_plan/atlas_execution_meeting_service.dart,core,operational_intelligence,service/engine,185,5645,4,2,AtlasExecutionMeetingService,False,False,4
core/operational_intelligence/action_plan/atlas_execution_weekly_review.dart,core,operational_intelligence,support,118,3980,0,0,AtlasExecutionWeeklyReview,False,False,5
core/operational_intelligence/action_plan/atlas_execution_weekly_review_builder.dart,core,operational_intelligence,support,197,6216,4,0,AtlasExecutionWeeklyReviewBuilder,False,False,2
core/operational_intelligence/action_plan/atlas_execution_weekly_review_controller.dart,core,operational_intelligence,service/engine,65,2263,4,1,AtlasExecutionWeeklyReviewController,False,False,2
core/operational_intelligence/action_plan/atlas_execution_weekly_review_screen.dart,core,operational_intelligence,screen/widget,344,10753,3,2,AtlasExecutionWeeklyReviewScreen,True,False,2
core/operational_intelligence/action_plan/atlas_execution_weekly_review_service.dart,core,operational_intelligence,service/engine,108,3523,3,2,AtlasExecutionWeeklyReviewService,False,False,2
core/operational_intelligence/action_plan/atlas_executive_360_models.dart,core,operational_intelligence,support,50,1212,0,0,AtlasExecutive360AreaScore | AtlasExecutive360Bottleneck | AtlasExecutive360Snapshot,False,False,3
core/operational_intelligence/action_plan/atlas_executive_360_screen.dart,core,operational_intelligence,screen/widget,332,9538,4,2,AtlasExecutive360Screen,True,True,2
core/operational_intelligence/action_plan/atlas_executive_360_service.dart,core,operational_intelligence,service/engine,154,5474,4,0,AtlasExecutive360Service,False,False,2
core/operational_intelligence/action_plan/atlas_executive_intelligence.dart,core,operational_intelligence,model/contract,132,3288,1,0,AtlasExecutiveKpi | AtlasExecutiveScoreSet | AtlasExecutiveBottleneck | AtlasDecisionImpactNode | AtlasWhatIfScenario | AtlasSmartGoalProjection | AtlasExecutiveIntelligenceSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_executive_intelligence_screen.dart,core,operational_intelligence,screen/widget,474,15472,5,2,AtlasExecutiveIntelligenceScreen,True,False,2
core/operational_intelligence/action_plan/atlas_executive_intelligence_service.dart,core,operational_intelligence,service/engine,476,15927,4,0,AtlasExecutiveIntelligenceService,False,False,2
core/operational_intelligence/action_plan/atlas_farm_execution_score.dart,core,operational_intelligence,support,20,544,0,0,AtlasFarmExecutionScore,False,False,3
core/operational_intelligence/action_plan/atlas_financial_management_screen.dart,core,operational_intelligence,screen/widget,981,34608,3,2,AtlasFinancialManagementScreen,True,False,2
core/operational_intelligence/action_plan/atlas_financial_models.dart,core,operational_intelligence,model/contract,280,7701,0,0,AtlasFinancialAccountType | AtlasFinancialAccount | AtlasFinancialTransactionType | AtlasFinancialTransactionStatus | AtlasFinancialTransaction | AtlasCostCenter | AtlasFinancialSummary | AtlasIncomeStatementLine,False,False,4
core/operational_intelligence/action_plan/atlas_financial_service.dart,core,operational_intelligence,service/engine,411,11596,1,2,AtlasFinancialService,False,False,3
core/operational_intelligence/action_plan/atlas_goal_action_link.dart,core,operational_intelligence,support,43,1173,1,0,AtlasGoalActionLink,False,False,4
core/operational_intelligence/action_plan/atlas_goal_action_link_service.dart,core,operational_intelligence,service/engine,83,2241,2,2,AtlasGoalActionLinkService,False,False,2
core/operational_intelligence/action_plan/atlas_goal_performance_summary.dart,core,operational_intelligence,model/contract,28,851,1,0,AtlasGoalPerformanceSummary,False,False,3
core/operational_intelligence/action_plan/atlas_health_intelligence_screen.dart,core,operational_intelligence,screen/widget,1063,37497,3,2,AtlasHealthIntelligenceScreen,True,False,3
core/operational_intelligence/action_plan/atlas_health_intelligence_service.dart,core,operational_intelligence,service/engine,310,9496,1,2,AtlasHealthIntelligenceService,False,False,3
core/operational_intelligence/action_plan/atlas_health_models.dart,core,operational_intelligence,model/contract,275,7524,0,0,AtlasHealthEventType | AtlasHealthProtocol | AtlasMedication | AtlasHealthEvent | AtlasHealthSummary,False,False,4
core/operational_intelligence/action_plan/atlas_health_strategy_models.dart,core,operational_intelligence,support,99,2715,0,0,AtlasHealthExecutiveSnapshot | AtlasEpidemiologicalCluster | AtlasHealthAnnualPlan,False,False,3
core/operational_intelligence/action_plan/atlas_health_strategy_screen.dart,core,operational_intelligence,screen/widget,506,15714,4,1,AtlasHealthStrategyScreen,True,True,2
core/operational_intelligence/action_plan/atlas_health_strategy_service.dart,core,operational_intelligence,service/engine,213,7226,3,2,AtlasHealthStrategyService,False,False,2
core/operational_intelligence/action_plan/atlas_inventory_management_screen.dart,core,operational_intelligence,screen/widget,2008,71419,3,2,AtlasInventoryManagementScreen,True,False,2
core/operational_intelligence/action_plan/atlas_inventory_models.dart,core,operational_intelligence,model/contract,605,17651,0,0,AtlasInventoryItemCategory | AtlasInventoryMovementType | AtlasInventoryLocation | AtlasSupplier | AtlasInventoryItem | AtlasInventoryBatch | AtlasInventoryMovement | AtlasPurchaseOrderStatus | AtlasPurchaseOrderLine | AtlasPurchaseOrder | AtlasInventorySummary,False,False,3
core/operational_intelligence/action_plan/atlas_inventory_service.dart,core,operational_intelligence,service/engine,408,13921,1,2,AtlasInventoryService,False,False,2
core/operational_intelligence/action_plan/atlas_meeting_decision_action_link.dart,core,operational_intelligence,support,34,925,0,0,AtlasMeetingDecisionActionLink,False,False,4
core/operational_intelligence/action_plan/atlas_meeting_decision_action_link_service.dart,core,operational_intelligence,service/engine,73,1988,1,2,AtlasMeetingDecisionActionLinkService,False,False,3
core/operational_intelligence/action_plan/atlas_meeting_decision_action_service.dart,core,operational_intelligence,service/engine,77,2896,7,0,AtlasMeetingDecisionActionService,False,False,4
core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_card.dart,core,operational_intelligence,screen/widget,141,4748,1,2,AtlasMeetingDecisionActionSyncCard,False,False,2
core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_controller.dart,core,operational_intelligence,service/engine,43,1356,2,1,AtlasMeetingDecisionActionSyncController,False,False,3
core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_result.dart,core,operational_intelligence,model/contract,20,534,0,0,AtlasMeetingDecisionActionSyncResult,False,False,4
core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_service.dart,core,operational_intelligence,service/engine,177,6188,10,0,AtlasMeetingDecisionActionSyncService,False,False,3
core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_controller.dart,core,operational_intelligence,service/engine,60,2151,3,1,AtlasMeetingDecisionMonitoringController,False,False,2
core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_item.dart,core,operational_intelligence,model/contract,60,1845,2,0,AtlasMeetingDecisionMonitoringStatus | AtlasMeetingDecisionMonitoringItem,False,False,4
core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_screen.dart,core,operational_intelligence,screen/widget,236,8428,4,2,AtlasMeetingDecisionMonitoringScreen,True,False,2
core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_service.dart,core,operational_intelligence,service/engine,103,2907,2,0,AtlasMeetingDecisionMonitoringService,False,False,2
core/operational_intelligence/action_plan/atlas_nutrition_intelligence_screen.dart,core,operational_intelligence,screen/widget,365,12922,3,2,AtlasNutritionIntelligenceScreen,True,False,3
core/operational_intelligence/action_plan/atlas_nutrition_models.dart,core,operational_intelligence,model/contract,237,6912,0,0,AtlasFeedCategory | AtlasFeedIngredient | AtlasDietIngredient | AtlasDietPlan | AtlasFeedConsumptionRecord,False,False,3
core/operational_intelligence/action_plan/atlas_nutrition_service.dart,core,operational_intelligence,service/engine,130,4122,1,2,AtlasNutritionService,False,False,3
core/operational_intelligence/action_plan/atlas_nutrition_strategy_models.dart,core,operational_intelligence,support,99,2934,0,0,AtlasNutritionExecutiveSnapshot | AtlasNutritionProjection | AtlasNutritionAnnualPlan,False,False,3
core/operational_intelligence/action_plan/atlas_nutrition_strategy_screen.dart,core,operational_intelligence,screen/widget,551,16958,4,1,AtlasNutritionStrategyScreen,True,True,2
core/operational_intelligence/action_plan/atlas_nutrition_strategy_service.dart,core,operational_intelligence,service/engine,258,8494,2,2,AtlasNutritionStrategyService,False,False,2
core/operational_intelligence/action_plan/atlas_operational_goal.dart,core,operational_intelligence,support,198,5631,0,0,AtlasOperationalArea | AtlasGoalPeriod | AtlasGoalMetricType | AtlasOperationalGoal,False,False,10
core/operational_intelligence/action_plan/atlas_operational_goal_service.dart,core,operational_intelligence,service/engine,95,2560,1,2,AtlasOperationalGoalService,False,False,3
core/operational_intelligence/action_plan/atlas_pasture_management_screen.dart,core,operational_intelligence,screen/widget,425,15334,3,2,AtlasPastureManagementScreen,True,False,3
core/operational_intelligence/action_plan/atlas_pasture_models.dart,core,operational_intelligence,support,230,6697,0,0,AtlasPaddockStatus | AtlasPaddock | AtlasGrazingRotation | AtlasPastureOperationType | AtlasPastureOperation,False,False,5
core/operational_intelligence/action_plan/atlas_pasture_service.dart,core,operational_intelligence,service/engine,112,3697,1,2,AtlasPastureService,False,False,4
core/operational_intelligence/action_plan/atlas_pasture_strategy_models.dart,core,operational_intelligence,support,110,3438,0,0,AtlasPastureExecutiveSnapshot | AtlasPastureOccupationRecommendation | AtlasPastureRecoveryPlan,False,False,3
core/operational_intelligence/action_plan/atlas_pasture_strategy_screen.dart,core,operational_intelligence,screen/widget,641,20480,6,2,AtlasPastureStrategyScreen,True,True,2
core/operational_intelligence/action_plan/atlas_pasture_strategy_service.dart,core,operational_intelligence,service/engine,214,7283,3,2,AtlasPastureStrategyService,False,False,2
core/operational_intelligence/action_plan/atlas_people_management_models.dart,core,operational_intelligence,model/contract,207,6090,0,0,AtlasWorkShiftStatus | AtlasWorkShift | AtlasTrainingRecord | AtlasPerformanceReview | AtlasPeopleExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_people_management_screen.dart,core,operational_intelligence,screen/widget,969,31530,5,2,AtlasPeopleManagementScreen,True,True,2
core/operational_intelligence/action_plan/atlas_people_management_service.dart,core,operational_intelligence,service/engine,205,7138,3,2,AtlasPeopleManagementService,False,False,2
core/operational_intelligence/action_plan/atlas_recommendation_effectiveness.dart,core,operational_intelligence,support,22,638,0,0,AtlasRecommendationEffectiveness,False,False,3
core/operational_intelligence/action_plan/atlas_recommendation_effectiveness_service.dart,core,operational_intelligence,service/engine,81,3283,3,0,AtlasRecommendationEffectivenessService,False,False,2
core/operational_intelligence/action_plan/atlas_reproductive_intelligence_screen.dart,core,operational_intelligence,screen/widget,989,35322,3,2,AtlasReproductiveIntelligenceScreen,True,False,3
core/operational_intelligence/action_plan/atlas_reproductive_models.dart,core,operational_intelligence,model/contract,262,7481,0,0,AtlasReproductiveEventType | AtlasReproductiveProtocol | AtlasReproductiveEvent | AtlasGeneticAnimal | AtlasReproductiveSummary,False,False,4
core/operational_intelligence/action_plan/atlas_reproductive_service.dart,core,operational_intelligence,service/engine,293,9341,1,2,AtlasReproductiveService,False,False,3
core/operational_intelligence/action_plan/atlas_reproductive_strategy_models.dart,core,operational_intelligence,support,218,6562,0,0,AtlasReproductivePlanStatus | AtlasReproductiveAnnualPlan | AtlasReproductiveSimulation | AtlasReproductiveExecutiveSnapshot,False,False,3
core/operational_intelligence/action_plan/atlas_reproductive_strategy_screen.dart,core,operational_intelligence,screen/widget,762,24671,4,2,AtlasReproductiveStrategyScreen,True,True,2
core/operational_intelligence/action_plan/atlas_reproductive_strategy_service.dart,core,operational_intelligence,service/engine,228,7268,3,2,AtlasReproductiveStrategyService,False,False,2
core/operational_intelligence/action_plan/atlas_results_intelligence_screen.dart,core,operational_intelligence,screen/widget,829,27353,8,2,AtlasResultsIntelligenceScreen,True,False,2
core/operational_intelligence/action_plan/atlas_strategy_performance_screen.dart,core,operational_intelligence,screen/widget,891,32781,9,2,AtlasStrategyPerformanceScreen,True,False,2
core/operational_intelligence/action_plan/atlas_strategy_performance_service.dart,core,operational_intelligence,service/engine,236,8450,6,0,AtlasStrategyPerformanceService,False,False,2
core/operational_intelligence/action_plan/atlas_team_management_screen.dart,core,operational_intelligence,screen/widget,508,19336,6,2,AtlasTeamManagementScreen,True,False,3
core/operational_intelligence/action_plan/atlas_team_member.dart,core,operational_intelligence,support,111,2820,0,0,AtlasTeamMemberRole | AtlasTeamMember,False,False,9
core/operational_intelligence/action_plan/atlas_team_member_selector.dart,core,operational_intelligence,screen/widget,105,3426,2,1,AtlasTeamMemberSelector,False,False,2
core/operational_intelligence/action_plan/atlas_team_member_service.dart,core,operational_intelligence,service/engine,117,3019,1,2,AtlasTeamMemberService,False,False,4
core/operational_intelligence/action_plan/atlas_team_workload.dart,core,operational_intelligence,support,27,851,2,0,AtlasTeamWorkload,False,False,3
core/operational_intelligence/action_plan/atlas_team_workload_service.dart,core,operational_intelligence,service/engine,78,2867,4,0,AtlasTeamWorkloadService,False,False,2
core/operational_intelligence/adapters/atlas_command_center_adapters.dart,core,operational_intelligence,service/engine,6,272,0,0,,False,False,0
core/operational_intelligence/adapters/atlas_copilot_command_center_view.dart,core,operational_intelligence,support,81,2793,3,0,AtlasCopilotCommandCenterView,False,False,2
core/operational_intelligence/adapters/atlas_dashboard_command_center_view.dart,core,operational_intelligence,support,55,1805,3,0,AtlasDashboardCommandCenterView,False,False,2
core/operational_intelligence/adapters/atlas_digital_twin_command_center_view.dart,core,operational_intelligence,support,71,2259,4,0,AtlasDigitalTwinCommandCenterView,False,False,2
core/operational_intelligence/adapters/atlas_executive_brain_command_center_view.dart,core,operational_intelligence,support,72,2375,4,0,AtlasExecutiveBrainCommandCenterView,False,False,2
core/operational_intelligence/adapters/atlas_technical_dashboard_command_center_view.dart,core,operational_intelligence,support,59,1856,1,0,AtlasTechnicalDashboardCommandCenterView,False,False,2
