file,category,reason,blocking_before_production
lib/features/atlas_enterprise_operations/data/services/atlas_enterprise_operation_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_environmental_ai/data/services/atlas_environmental_ai_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_executive_intelligence/data/services/atlas_executive_intelligence_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_executive_platform/data/services/atlas_executive_platform_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_finance_enterprise/data/services/atlas_finance_enterprise_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_financial_integrations/data/services/atlas_financial_integration_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_geospatial_platform/data/services/atlas_geospatial_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_global_platform/data/services/atlas_global_platform_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_governance_operations/data/services/atlas_governance_operation_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_governance_people_enterprise/data/services/atlas_governance_people_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_intelligence_reports_experience/data/services/atlas_intelligence_reports_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_iot_platform/data/services/atlas_iot_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_land_intelligence/data/services/atlas_land_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_livestock_integration/data/services/atlas_livestock_integration_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_official_integrations/data/services/atlas_official_integration_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_operations_enterprise/data/services/atlas_operations_enterprise_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_platform_resilience/data/services/atlas_platform_resilience_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_precision_livestock/data/services/atlas_precision_livestock_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_predictive_ai_suite/data/services/atlas_predictive_ai_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_quality_release/data/services/atlas_quality_release_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_reproductive_ai/data/services/atlas_reproductive_prediction_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_reproductive_premium/data/services/atlas_reproductive_premium_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_rural_business/data/services/atlas_rural_business_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_saas_platform/data/services/atlas_saas_platform_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_supply_chain/data/services/atlas_supply_chain_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_supply_logistics_enterprise/data/services/atlas_supply_logistics_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_sustainability_ecosystem/data/services/atlas_ecosystem_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_sustainability_enterprise/data/services/atlas_sustainability_enterprise_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/atlas_veterinary_ai/data/services/atlas_veterinary_case_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/benefits_realization/data/services/atlas_benefits_realization_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/command_center/data/services/atlas_command_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/consultancy_hub/data/services/atlas_consultancy_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/consultancy_workflow/data/services/atlas_consultancy_workflow_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/continuous_improvement/data/services/atlas_improvement_history_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/copilot/data/services/atlas_copilot_history_storage_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/data_governance/data/services/atlas_data_governance_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/digital_twin/domain/services/atlas_digital_twin_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/enterprise_platform/data/services/atlas_enterprise_24a_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_audit_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_permission_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_remote_auth_store.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_sync_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/enterprise_platform/data/services/atlas_enterprise_version_repository.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/executive_alerts/data/services/atlas_executive_alert_state_storage_service.dart,device_preference,Preferência/estado visual do dispositivo.,False
lib/features/executive_brain/domain/services/atlas_executive_brain_history_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/executive_goals/data/services/atlas_executive_goal_history_storage_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/executive_goals/data/services/atlas_executive_goal_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/executive_kpis/data/services/atlas_executive_kpi_history_storage_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/farm/data/services/farm_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/farm_agenda/data/services/farm_agenda_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/farm_audit/data/services/atlas_farm_audit_history_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/farm_finance/data/services/farm_finance_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/farm_inventory/data/services/farm_inventory_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/farm_operations/data/services/atlas_operations_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/herd/data/services/herd_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/integration_hub/data/services/atlas_integration_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/investment_capital_allocation/data/services/atlas_investment_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/knowledge_learning/data/services/atlas_knowledge_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/nutrition/data/services/nutrition_storage_service.dart,remote_cache,SharedPreferences funciona como snapshot/cache; a feature possui autoridade remota.,False
lib/features/observability/data/services/atlas_observability_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/offline_field/data/services/atlas_offline_repository.dart,offline_runtime,Infraestrutura local de contingência/sincronização.,False
lib/features/performance_intelligence/data/services/atlas_performance_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/predictive/data/services/atlas_predictive_scenario_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/predictive_ai/data/services/atlas_prediction_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/quality_center/data/services/atlas_quality_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/reporting/data/services/atlas_report_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/reports/data/services/report_action_history_storage_service.dart,local_history_cache,Histórico/cache derivado local; não é cadastro pecuário oficial.,False
lib/features/reports/data/services/report_action_storage_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/scenario_simulator/domain/services/atlas_simulation_service.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/strategic_execution_engine/data/services/atlas_execution_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/strategic_scenario_planning/data/services/atlas_strategic_scenario_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/strategy_execution/data/services/atlas_strategy_execution_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/sync_platform/data/services/atlas_sync_repository.dart,offline_runtime,Infraestrutura local de contingência/sincronização.,False
lib/features/unified_workflow/domain/services/atlas_unified_workflow_engine.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
lib/features/value_governance/data/services/atlas_value_governance_repository.dart,advanced_local_feature,"Feature avançada mantém dados locais; classificada para evolução posterior, sem confusão com os módulos oficiais V1.",False
