method,path,file,obvious_consumer
PATCH,/commercial/contracts/{contract_id}/sign,backend/app/routers/commercial.py,False
POST,/commercial/plans,backend/app/routers/commercial.py,True
GET,/commercial/plans,backend/app/routers/commercial.py,True
POST,/commercial/subscriptions,backend/app/routers/commercial.py,False
GET,/commercial/subscriptions,backend/app/routers/commercial.py,False
POST,/commercial/invoices,backend/app/routers/commercial.py,True
GET,/commercial/invoices,backend/app/routers/commercial.py,True
PATCH,/commercial/invoices/{invoice_id}/pay,backend/app/routers/commercial.py,False
POST,/commercial/notifications/due,backend/app/routers/commercial.py,False
GET,/commercial/dashboard,backend/app/routers/commercial.py,True
GET,/companies,backend/app/routers/companies.py,True
GET,/companies/{company_id},backend/app/routers/companies.py,True
POST,/companies,backend/app/routers/companies.py,True
PATCH,/companies/{company_id},backend/app/routers/companies.py,True
GET,/core-validation/farms/{farm_id},backend/app/routers/core_livestock_validation.py,False
POST,/corporate-intelligence/plans,backend/app/routers/corporate_intelligence.py,False
POST,/corporate-intelligence/scenarios,backend/app/routers/corporate_intelligence.py,False
GET,/corporate-intelligence/executive-board,backend/app/routers/corporate_intelligence.py,False
POST,/data-platform/events,backend/app/routers/data_platform.py,False
POST,/data-platform/events/publish,backend/app/routers/data_platform.py,False
POST,/data-platform/warehouse/dimensions,backend/app/routers/data_platform.py,False
POST,/data-platform/warehouse/facts,backend/app/routers/data_platform.py,False
POST,/data-platform/kpis/definitions,backend/app/routers/data_platform.py,True
POST,/data-platform/kpis/observations,backend/app/routers/data_platform.py,False
POST,/data-platform/benchmarks/cohorts,backend/app/routers/data_platform.py,False
POST,/data-platform/benchmarks/generate,backend/app/routers/data_platform.py,True
POST,/data-platform/reports,backend/app/routers/data_platform.py,True
POST,/data-platform/realtime/metrics,backend/app/routers/data_platform.py,True
GET,/data-platform/realtime/metrics,backend/app/routers/data_platform.py,True
POST,/data-platform/cache,backend/app/routers/data_platform.py,False
GET,/data-platform/cache/{key},backend/app/routers/data_platform.py,False
POST,/data-platform/jobs,backend/app/routers/data_platform.py,False
POST,/data-platform/jobs/claim,backend/app/routers/data_platform.py,False
GET,/data-platform/dashboard,backend/app/routers/data_platform.py,True
POST,/ecosystem/partners,backend/app/routers/ecosystem.py,False
GET,/ecosystem/partners,backend/app/routers/ecosystem.py,False
POST,/ecosystem/support,backend/app/routers/ecosystem.py,False
GET,/ecosystem/dashboard,backend/app/routers/ecosystem.py,False
GET,/enterprise-analytics/readiness,backend/app/routers/enterprise_analytics.py,False
POST,/enterprise-operations/consulting/visits,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/teams,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/assets/usage,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/purchases,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/sales,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/crm/leads,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/support/tickets,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/workflows/definitions,backend/app/routers/enterprise_operations.py,True
POST,/enterprise-operations/workflows/{definition_id}/start,backend/app/routers/enterprise_operations.py,False
POST,/enterprise-operations/documents,backend/app/routers/enterprise_operations.py,True
GET,/enterprise-operations/dashboard,backend/app/routers/enterprise_operations.py,True
GET,/sprints-16-20/dashboard,backend/app/routers/enterprise_product.py,True
POST,/sprints-16-20/billing/subscriptions,backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/billing/webhooks/{provider},backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/public-api/apps,backend/app/routers/enterprise_product.py,False
GET,/sprints-16-20/public-api/openapi-contract,backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/analytics/datasets,backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/analytics/facts,backend/app/routers/enterprise_product.py,False
GET,/sprints-16-20/analytics/kpis,backend/app/routers/enterprise_product.py,True
POST,/sprints-16-20/ml/models,backend/app/routers/enterprise_product.py,False
PATCH,/sprints-16-20/ml/models/{model_id}/approve,backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/ml/models/{model_id}/predict,backend/app/routers/enterprise_product.py,False
POST,/sprints-16-20/enterprise/releases,backend/app/routers/enterprise_product.py,False
GET,/sprints-16-20/enterprise/readiness,backend/app/routers/enterprise_product.py,True
GET,/enterprise-release/readiness,backend/app/routers/enterprise_release.py,False
POST,/farm-operations/farms/{farm_id}/work-orders,backend/app/routers/farm_operations.py,False
PATCH,/farm-operations/work-orders/{work_order_id}/complete,backend/app/routers/farm_operations.py,False
POST,/farm-operations/farms/{farm_id}/assets,backend/app/routers/farm_operations.py,False
GET,/farm-operations/farms/{farm_id}/dashboard,backend/app/routers/farm_operations.py,True
GET,/farm-operations/farms/{farm_id}/work-orders,backend/app/routers/farm_operations.py,False
DELETE,/farm-operations/work-orders/{work_order_id},backend/app/routers/farm_operations.py,False
GET,/farms,backend/app/routers/farms.py,True
GET,/farms/{farm_id},backend/app/routers/farms.py,True
POST,/farms,backend/app/routers/farms.py,True
PATCH,/farms/{farm_id},backend/app/routers/farms.py,True
DELETE,/farms/{farm_id},backend/app/routers/farms.py,True
POST,/finance-enterprise/farms/{farm_id}/budgets,backend/app/routers/finance_enterprise.py,False
GET,/finance-enterprise/farms/{farm_id}/dashboard,backend/app/routers/finance_enterprise.py,False
PUT,/global-platform/localization,backend/app/routers/global_platform.py,False
POST,/global-platform/certifications,backend/app/routers/global_platform.py,False
POST,/global-platform/training,backend/app/routers/global_platform.py,False
GET,/global-platform/readiness,backend/app/routers/global_platform.py,False
POST,/governance/policies,backend/app/routers/governance.py,False
GET,/governance/policies,backend/app/routers/governance.py,False
POST,/governance/catalog/assets,backend/app/routers/governance.py,True
GET,/governance/catalog/assets,backend/app/routers/governance.py,True
POST,/governance/quality/rules,backend/app/routers/governance.py,False
POST,/governance/quality/assets/{asset_id}/run,backend/app/routers/governance.py,False
GET,/governance/quality/runs,backend/app/routers/governance.py,False
POST,/governance/compliance/controls,backend/app/routers/governance.py,False
GET,/governance/compliance/controls,backend/app/routers/governance.py,False
POST,/governance/compliance/controls/{control_id}/assess,backend/app/routers/governance.py,False
GET,/governance/compliance/score,backend/app/routers/governance.py,True
POST,/governance/health/snapshots,backend/app/routers/governance.py,False
GET,/governance/health/summary,backend/app/routers/governance.py,True
POST,/governance/incidents,backend/app/routers/governance.py,True
GET,/governance/incidents,backend/app/routers/governance.py,True
GET,/governance/dashboard,backend/app/routers/governance.py,True
GET,/health,backend/app/routers/health.py,True
GET,/health/live,backend/app/routers/health.py,False
GET,/health/ready,backend/app/routers/health.py,True
POST,/health-intelligence/farms/{farm_id}/medicines,backend/app/routers/health_intelligence.py,False
POST,/health-intelligence/farms/{farm_id}/occurrences,backend/app/routers/health_intelligence.py,False
GET,/health-intelligence/farms/{farm_id}/dashboard,backend/app/routers/health_intelligence.py,True
GET,/sprints/brain/farms/{farm_id}/context,backend/app/routers/innovation_platform.py,True
POST,/sprints/brain/farms/{farm_id}/agents/{agent},backend/app/routers/innovation_platform.py,False
POST,/sprints/brain/farms/{farm_id}/simulate,backend/app/routers/innovation_platform.py,False
POST,/sprints/brain/farms/{farm_id}/weekly-plan,backend/app/routers/innovation_platform.py,True
POST,/sprints/brain/farms/{farm_id}/memory,backend/app/routers/innovation_platform.py,False
POST,/sprints/vision/farms/{farm_id}/analyze,backend/app/routers/innovation_platform.py,False
GET,/sprints/vision/farms/{farm_id}/analyses,backend/app/routers/innovation_platform.py,False
POST,/sprints/iot/farms/{farm_id}/devices,backend/app/routers/innovation_platform.py,False
POST,/sprints/iot/devices/{device_id}/telemetry,backend/app/routers/innovation_platform.py,False
GET,/sprints/iot/farms/{farm_id}/dashboard,backend/app/routers/innovation_platform.py,True
POST,/sprints/cloud/jobs,backend/app/routers/innovation_platform.py,False
GET,/sprints/cloud/readiness,backend/app/routers/innovation_platform.py,True
PUT,/sprints/web/workspace,backend/app/routers/innovation_platform.py,False
GET,/sprints/web/dashboard,backend/app/routers/innovation_platform.py,True
GET,/sprints/dashboard,backend/app/routers/innovation_platform.py,True
POST,/integrations/providers,backend/app/routers/integrations.py,True
GET,/integrations/providers,backend/app/routers/integrations.py,True
POST,/integrations/connections,backend/app/routers/integrations.py,True
GET,/integrations/connections,backend/app/routers/integrations.py,True
POST,/integrations/sync-jobs,backend/app/routers/integrations.py,True
PATCH,/integrations/sync-jobs/{job_id}/complete,backend/app/routers/integrations.py,False
GET,/integrations/sync-jobs,backend/app/routers/integrations.py,True
POST,/integrations/webhooks,backend/app/routers/integrations.py,True
GET,/integrations/webhooks,backend/app/routers/integrations.py,True
POST,/integrations/webhooks/events,backend/app/routers/integrations.py,False
GET,/integrations/webhooks/deliveries,backend/app/routers/integrations.py,True
POST,/integrations/partners/applications,backend/app/routers/integrations.py,True
GET,/integrations/partners/applications,backend/app/routers/integrations.py,True
POST,/integrations/usage,backend/app/routers/integrations.py,False
GET,/integrations/usage/summary,backend/app/routers/integrations.py,False
GET,/integrations/dashboard,backend/app/routers/integrations.py,True
POST,/inventory-enterprise/farms/{farm_id}/counts,backend/app/routers/inventory_enterprise.py,False
GET,/inventory-enterprise/farms/{farm_id}/dashboard,backend/app/routers/inventory_enterprise.py,False
POST,/iot/gateways,backend/app/routers/iot.py,True
GET,/iot/gateways,backend/app/routers/iot.py,True
POST,/iot/devices,backend/app/routers/iot.py,True
GET,/iot/devices,backend/app/routers/iot.py,True
POST,/iot/telemetry/ingest,backend/app/routers/iot.py,False
GET,/iot/telemetry,backend/app/routers/iot.py,True
POST,/iot/devices/{device_id}/commands,backend/app/routers/iot.py,True
GET,/iot/devices/{device_id}/commands,backend/app/routers/iot.py,False
POST,/iot/automation-rules,backend/app/routers/iot.py,False
GET,/iot/automation-rules,backend/app/routers/iot.py,False
GET,/iot/dashboard,backend/app/routers/iot.py,True
GET,/iot-platform/readiness,backend/app/routers/iot_platform.py,False
POST,/livestock/lots,backend/app/routers/livestock.py,True
GET,/livestock/lots,backend/app/routers/livestock.py,True
PATCH,/livestock/lots/{lot_id},backend/app/routers/livestock.py,True
DELETE,/livestock/lots/{lot_id},backend/app/routers/livestock.py,True
POST,/livestock/animals,backend/app/routers/livestock.py,True
GET,/livestock/animals,backend/app/routers/livestock.py,True
GET,/livestock/animals/{animal_id}/timeline,backend/app/routers/livestock.py,True
GET,/livestock/animals/{animal_id},backend/app/routers/livestock.py,True
PATCH,/livestock/animals/{animal_id},backend/app/routers/livestock.py,True
DELETE,/livestock/animals/{animal_id},backend/app/routers/livestock.py,True
POST,/livestock/animals/{animal_id}/movements,backend/app/routers/livestock.py,True
GET,/livestock/animals/{animal_id}/movements,backend/app/routers/livestock.py,True
POST,/livestock/animals/{animal_id}/weights,backend/app/routers/livestock.py,True
PATCH,/livestock/animals/{animal_id}/weights/{weight_id},backend/app/routers/livestock.py,False
DELETE,/livestock/animals/{animal_id}/weights/{weight_id},backend/app/routers/livestock.py,False
GET,/livestock/animals/{animal_id}/weights,backend/app/routers/livestock.py,True
POST,/livestock/animals/{animal_id}/reproduction,backend/app/routers/livestock.py,True
PATCH,/livestock/animals/{animal_id}/reproduction/{event_id},backend/app/routers/livestock.py,True
DELETE,/livestock/animals/{animal_id}/reproduction/{event_id},backend/app/routers/livestock.py,True
GET,/livestock/animals/{animal_id}/reproduction,backend/app/routers/livestock.py,True
GET,/livestock/reproduction/summary,backend/app/routers/livestock.py,True
POST,/livestock/health,backend/app/routers/livestock.py,True
PATCH,/livestock/health/{event_id},backend/app/routers/livestock.py,True
DELETE,/livestock/health/{event_id},backend/app/routers/livestock.py,True
GET,/livestock/health,backend/app/routers/livestock.py,True
POST,/livestock/health/protocols,backend/app/routers/livestock.py,True
GET,/livestock/health/protocols,backend/app/routers/livestock.py,True
POST,/livestock/health/protocols/{protocol_id}/apply,backend/app/routers/livestock.py,False
POST,/livestock/inventory/products,backend/app/routers/livestock.py,True
GET,/livestock/inventory/products,backend/app/routers/livestock.py,True
POST,/livestock/inventory/products/{product_id}/movements,backend/app/routers/livestock.py,False
POST,/livestock/finance,backend/app/routers/livestock.py,True
GET,/livestock/finance,backend/app/routers/livestock.py,True
POST,/livestock/nutrition,backend/app/routers/livestock.py,True
GET,/livestock/nutrition,backend/app/routers/livestock.py,True
GET,/livestock/dashboard,backend/app/routers/livestock.py,False
GET,/livestock/health/alerts,backend/app/routers/livestock.py,True
POST,/livestock/inventory/products/v2,backend/app/routers/livestock.py,True
POST,/livestock/inventory/products/{product_id}/movements/v2,backend/app/routers/livestock.py,True
GET,/livestock/inventory/products/{product_id}/movements,backend/app/routers/livestock.py,False
GET,/livestock/inventory/alerts,backend/app/routers/livestock.py,True
POST,/livestock/nutrition/ingredients,backend/app/routers/livestock.py,True
GET,/livestock/nutrition/ingredients,backend/app/routers/livestock.py,True
POST,/livestock/nutrition/plans,backend/app/routers/livestock.py,True
GET,/livestock/nutrition/plans,backend/app/routers/livestock.py,True
POST,/livestock/nutrition/lots/{lot_id}/consumption,backend/app/routers/livestock.py,True
DELETE,/livestock/nutrition/events/{event_id},backend/app/routers/livestock.py,True
GET,/livestock/nutrition/performance,backend/app/routers/livestock.py,True
GET,/livestock/integrity/reconciliation,backend/app/routers/livestock.py,True
POST,/livestock/intelligence/smart-agenda/reconcile,backend/app/routers/livestock.py,True
GET,/livestock/intelligence/operational-alerts,backend/app/routers/livestock.py,True
GET,/livestock/intelligence/operational-summary,backend/app/routers/livestock.py,True
POST,/livestock/finance/v2,backend/app/routers/livestock.py,True
PATCH,/livestock/finance/{entry_id}/settle,backend/app/routers/livestock.py,False
GET,/livestock/finance/v2,backend/app/routers/livestock.py,True
GET,/livestock/finance/summary,backend/app/routers/livestock.py,True
GET,/livestock/finance/cash-flow,backend/app/routers/livestock.py,False
GET,/livestock/paddocks,backend/app/routers/livestock.py,True
POST,/livestock/paddocks,backend/app/routers/livestock.py,True
PATCH,/livestock/paddocks/{paddock_id},backend/app/routers/livestock.py,True
DELETE,/livestock/paddocks/{paddock_id},backend/app/routers/livestock.py,True
PATCH,/livestock/inventory/products/{product_id}/v2,backend/app/routers/livestock.py,True
DELETE,/livestock/inventory/products/{product_id}/v2,backend/app/routers/livestock.py,True
PATCH,/livestock/nutrition/plans/{plan_id},backend/app/routers/livestock.py,True
DELETE,/livestock/nutrition/plans/{plan_id},backend/app/routers/livestock.py,True
PATCH,/livestock/finance/v2/{entry_id},backend/app/routers/livestock.py,True
DELETE,/livestock/finance/v2/{entry_id},backend/app/routers/livestock.py,True
GET,/machine-learning-registry/readiness,backend/app/routers/machine_learning_registry.py,False
GET,/members/catalog,backend/app/routers/members.py,True
GET,/members,backend/app/routers/members.py,True
POST,/members,backend/app/routers/members.py,True
PATCH,/members/{membership_id},backend/app/routers/members.py,True
POST,/members/{membership_id}/reset-password,backend/app/routers/members.py,False
POST,/ml/datasets,backend/app/routers/ml.py,True
GET,/ml/datasets,backend/app/routers/ml.py,True
POST,/ml/features,backend/app/routers/ml.py,False
GET,/ml/features,backend/app/routers/ml.py,False
POST,/ml/training-runs,backend/app/routers/ml.py,False
PATCH,/ml/training-runs/{run_id}/complete,backend/app/routers/ml.py,False
GET,/ml/training-runs,backend/app/routers/ml.py,False
POST,/ml/models,backend/app/routers/ml.py,True
GET,/ml/models,backend/app/routers/ml.py,True
POST,/ml/deployments,backend/app/routers/ml.py,True
GET,/ml/deployments,backend/app/routers/ml.py,True
POST,/ml/deployments/{deployment_id}/predict,backend/app/routers/ml.py,False
GET,/ml/predictions,backend/app/routers/ml.py,True
POST,/ml/predictions/{prediction_id}/feedback,backend/app/routers/ml.py,False
POST,/ml/deployments/{deployment_id}/drift,backend/app/routers/ml.py,False
GET,/ml/deployments/{deployment_id}/drift,backend/app/routers/ml.py,False
GET,/ml/dashboard,backend/app/routers/ml.py,True
POST,/nutrition-intelligence/farms/{farm_id}/simulations,backend/app/routers/nutrition_intelligence.py,False
GET,/nutrition-intelligence/farms/{farm_id}/dashboard,backend/app/routers/nutrition_intelligence.py,True
POST,/offline/devices/register,backend/app/routers/offline_sync.py,True
POST,/offline/push-batch,backend/app/routers/offline_sync.py,True
GET,/offline/pull-page,backend/app/routers/offline_sync.py,True
GET,/offline/conflicts,backend/app/routers/offline_sync.py,True
POST,/offline/conflicts/{conflict_id}/resolve,backend/app/routers/offline_sync.py,True
POST,/offline/diagnostics,backend/app/routers/offline_sync.py,True
GET,/offline/status,backend/app/routers/offline_sync.py,True
POST,/operations/conflicts/{entity_type}/{entity_id}/resolve,backend/app/routers/operations.py,False
GET,/operations/timeline,backend/app/routers/operations.py,True
POST,/operations/alerts/generate,backend/app/routers/operations.py,True
GET,/operations/alerts,backend/app/routers/operations.py,True
POST,/operations/alerts/{alert_id}/task,backend/app/routers/operations.py,True
POST,/operations/tasks,backend/app/routers/operations.py,True
GET,/operations/tasks,backend/app/routers/operations.py,True
PATCH,/operations/tasks/{task_id},backend/app/routers/operations.py,True
POST,/operations/indicators/generate,backend/app/routers/operations.py,True
GET,/operations/indicators,backend/app/routers/operations.py,True
GET,/operations/exports/{dataset}.csv,backend/app/routers/operations.py,False
GET,/operations/reports/executive,backend/app/routers/operations.py,True
GET,/platform/dashboard/farms/{farm_id},backend/app/routers/platform.py,True
GET,/platform/dashboard/company,backend/app/routers/platform.py,True
GET,/platform/ai/context/farms/{farm_id},backend/app/routers/platform.py,True
GET,/platform/ai/recommendations/farms/{farm_id},backend/app/routers/platform.py,False
POST,/platform/ai/recommendations/{recommendation_id}/decision,backend/app/routers/platform.py,True
POST,/platform/automations/farms/{farm_id}/bootstrap,backend/app/routers/platform.py,True
POST,/platform/automations/farms/{farm_id}/evaluate,backend/app/routers/platform.py,True
GET,/platform/security/permission-matrix,backend/app/routers/platform.py,False
GET,/platform/security/readiness/farms/{farm_id},backend/app/routers/platform.py,True
GET,/platform/production/readiness,backend/app/routers/platform.py,True
POST,/precision-hub/adapters,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/devices,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/rfid-bindings,backend/app/routers/precision_hub.py,False
POST,/precision-hub/devices/{device_id}/telemetry,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/geofences,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/geo-assets,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/vision,backend/app/routers/precision_hub.py,False
POST,/precision-hub/vision/{analysis_id}/review,backend/app/routers/precision_hub.py,False
POST,/precision-hub/farms/{farm_id}/remote-sensing/scenes,backend/app/routers/precision_hub.py,False
GET,/precision-hub/farms/{farm_id}/dashboard,backend/app/routers/precision_hub.py,True
POST,/precision-livestock/farms/{farm_id}/assessments,backend/app/routers/precision_livestock.py,False
GET,/precision-livestock/farms/{farm_id}/dashboard,backend/app/routers/precision_livestock.py,True
