file,feature_root,previous_category,v1_disposition,reason,direct_external_importers,official_v1_root
lib/core/operational_intelligence/action_plan/atlas_execution_cycle_report_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_results_intelligence_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_execution_meeting_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_execution_meeting_screen.dart | lib/core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_service.dart | lib/core/operational_intelligence/action_plan/atlas_meeting_decision_monitoring_controller.dart,False
lib/core/operational_intelligence/action_plan/atlas_execution_weekly_review_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_execution_weekly_review_controller.dart,False
lib/core/operational_intelligence/action_plan/atlas_financial_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_economic_intelligence_service.dart | lib/core/operational_intelligence/action_plan/atlas_financial_management_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_goal_action_link_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_strategy_performance_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_health_intelligence_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_health_intelligence_screen.dart | lib/core/operational_intelligence/action_plan/atlas_health_strategy_service.dart,False
lib/core/operational_intelligence/action_plan/atlas_health_strategy_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_health_strategy_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_inventory_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_inventory_management_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_meeting_decision_action_link_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_meeting_decision_action_service.dart | lib/core/operational_intelligence/action_plan/atlas_meeting_decision_action_sync_service.dart,False
lib/core/operational_intelligence/action_plan/atlas_nutrition_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_nutrition_intelligence_screen.dart | lib/core/operational_intelligence/action_plan/atlas_nutrition_strategy_service.dart,False
lib/core/operational_intelligence/action_plan/atlas_nutrition_strategy_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_nutrition_strategy_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_operational_goal_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_executive_intelligence_screen.dart | lib/core/operational_intelligence/action_plan/atlas_strategy_performance_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_pasture_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_pasture_management_screen.dart | lib/core/operational_intelligence/action_plan/atlas_pasture_strategy_screen.dart | lib/core/operational_intelligence/action_plan/atlas_pasture_strategy_service.dart,False
lib/core/operational_intelligence/action_plan/atlas_pasture_strategy_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_pasture_strategy_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_people_management_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_people_management_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_reproductive_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_reproductive_intelligence_screen.dart | lib/core/operational_intelligence/action_plan/atlas_reproductive_strategy_service.dart,False
lib/core/operational_intelligence/action_plan/atlas_reproductive_strategy_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_reproductive_strategy_screen.dart,False
lib/core/operational_intelligence/action_plan/atlas_team_member_service.dart,core/operational_intelligence,advanced_local_planning,advanced_validation,"Planejamento/inteligência derivada: pode existir na V1 como apoio, mas não é cadastro oficial e permanece em validação.",lib/core/operational_intelligence/action_plan/atlas_people_management_service.dart | lib/core/operational_intelligence/action_plan/atlas_team_management_screen.dart | lib/core/operational_intelligence/action_plan/atlas_team_member_selector.dart,False
lib/core/orchestrator/atlas_orchestrator_repository.dart,core/orchestrator,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,,False
lib/core/release_candidate/atlas_release_candidate_repository.dart,core/release_candidate,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/core/release_candidate/atlas_release_candidate_screen.dart,False
lib/core/system_center/atlas_system_center_repository.dart,core/system_center,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/core/system_center/atlas_system_center_screen.dart,False
lib/features/action_plan/data/services/atlas_action_plan_storage_service.dart,action_plan,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/action_plan/presentation/screens/atlas_action_plan_screen.dart | lib/features/continuous_improvement/presentation/screens/atlas_continuous_improvement_screen.dart | lib/features/knowledge_learning/presentation/screens/atlas_knowledge_learning_screen.dart | lib/features/performance_center/presentation/screens/atlas_performance_center_screen.dart,False
lib/features/animal_nutrition_enterprise/data/services/animal_nutrition_storage_service.dart,animal_nutrition_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/animal_executive_panel/presentation/screens/animal_executive_panel_screen.dart | lib/features/animal_intelligence_360/presentation/screens/animal_intelligence_360_screen.dart | lib/features/animal_nutrition_enterprise/presentation/screens/animal_nutrition_enterprise_screen.dart | lib/features/animal_operations_center/presentation/screens/animal_operations_center_screen.dart,False
lib/features/atlas_advanced_ai/data/services/atlas_advanced_ai_storage_service.dart,atlas_advanced_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_advanced_ai/presentation/screens/atlas_advanced_ai_screen.dart,False
lib/features/atlas_ai/data/services/atlas_ai_conversation_storage_service.dart,atlas_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_ai/domain/services/atlas_ai_memory_service.dart | lib/features/atlas_ai/presentation/screens/atlas_ai_screen.dart,False
lib/features/atlas_ai/data/services/atlas_ai_tracked_action_storage_service.dart,atlas_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_ai/data/services/atlas_ai_operation_actions_loader_service.dart | lib/features/atlas_ai/presentation/screens/atlas_ai_screen.dart | lib/features/executive_alerts/data/services/atlas_executive_alert_loader_service.dart,False
lib/features/atlas_auth_sync_enterprise/data/services/atlas_auth_sync_storage_service.dart,atlas_auth_sync_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_auth_sync_enterprise/presentation/screens/atlas_auth_sync_screen.dart,False
lib/features/atlas_auth_sync_enterprise/domain/services/atlas_auth_sync_analytics_service.dart,atlas_auth_sync_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_auth_sync_enterprise/presentation/screens/atlas_auth_sync_screen.dart,False
lib/features/atlas_automation_operations/data/services/atlas_automation_storage_service.dart,atlas_automation_operations,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_automation_operations/presentation/screens/atlas_automation_operations_screen.dart,False
lib/features/atlas_autonomous_enterprise/data/services/atlas_autonomous_enterprise_storage_service.dart,atlas_autonomous_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_autonomous_enterprise/presentation/screens/atlas_autonomous_enterprise_screen.dart,False
lib/features/atlas_climate_enterprise/data/services/atlas_climate_enterprise_storage_service.dart,atlas_climate_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_climate_enterprise/presentation/screens/atlas_climate_enterprise_screen.dart,False
lib/features/atlas_cloud_security_enterprise/data/services/atlas_cloud_security_storage_service.dart,atlas_cloud_security_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_cloud_security_enterprise/presentation/screens/atlas_cloud_security_screen.dart,False
lib/features/atlas_commercial_enterprise/data/services/atlas_commercial_enterprise_storage_service.dart,atlas_commercial_enterprise,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_commercial_enterprise/presentation/screens/atlas_commercial_enterprise_screen.dart,False
lib/features/atlas_commercial_operations/data/services/atlas_commercial_operation_storage_service.dart,atlas_commercial_operations,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_commercial_operations/presentation/screens/atlas_commercial_operations_screen.dart,False
lib/features/atlas_enterprise_50/data/services/atlas_enterprise_storage_service.dart,atlas_enterprise_50,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_enterprise_50/presentation/screens/atlas_enterprise_50_screen.dart,False
lib/features/atlas_enterprise_operations/data/services/atlas_enterprise_operation_storage_service.dart,atlas_enterprise_operations,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_enterprise_operations/presentation/screens/atlas_enterprise_operations_screen.dart,False
lib/features/atlas_environmental_ai/data/services/atlas_environmental_ai_storage_service.dart,atlas_environmental_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_environmental_ai/presentation/screens/atlas_environmental_ai_screen.dart,False
lib/features/atlas_executive_intelligence/data/services/atlas_executive_intelligence_storage_service.dart,atlas_executive_intelligence,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_executive_intelligence/presentation/screens/atlas_executive_intelligence_screen.dart,False
lib/features/atlas_executive_platform/data/services/atlas_executive_platform_storage_service.dart,atlas_executive_platform,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_executive_platform/presentation/screens/atlas_executive_platform_screen.dart,False
lib/features/atlas_finance_enterprise/data/services/atlas_finance_enterprise_storage_service.dart,atlas_finance_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_finance_enterprise/presentation/screens/atlas_finance_enterprise_screen.dart,False
lib/features/atlas_financial_integrations/data/services/atlas_financial_integration_storage_service.dart,atlas_financial_integrations,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_financial_integrations/presentation/screens/atlas_financial_integrations_screen.dart,False
lib/features/atlas_geospatial_platform/data/services/atlas_geospatial_storage_service.dart,atlas_geospatial_platform,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_geospatial_platform/presentation/screens/atlas_geospatial_screen.dart,False
lib/features/atlas_global_platform/data/services/atlas_global_platform_storage_service.dart,atlas_global_platform,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_global_platform/presentation/screens/atlas_global_platform_screen.dart,False
lib/features/atlas_governance_operations/data/services/atlas_governance_operation_storage_service.dart,atlas_governance_operations,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_governance_operations/presentation/screens/atlas_governance_operations_screen.dart,False
lib/features/atlas_governance_people_enterprise/data/services/atlas_governance_people_storage_service.dart,atlas_governance_people_enterprise,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_governance_people_enterprise/presentation/screens/atlas_governance_people_screen.dart,False
lib/features/atlas_intelligence_reports_experience/data/services/atlas_intelligence_reports_storage_service.dart,atlas_intelligence_reports_experience,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_intelligence_reports_experience/presentation/screens/atlas_intelligence_reports_screen.dart,False
lib/features/atlas_iot_platform/data/services/atlas_iot_storage_service.dart,atlas_iot_platform,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_iot_platform/presentation/screens/atlas_iot_screen.dart,False
lib/features/atlas_land_intelligence/data/services/atlas_land_storage_service.dart,atlas_land_intelligence,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_land_intelligence/presentation/screens/atlas_land_intelligence_screen.dart,False
lib/features/atlas_livestock_integration/data/services/atlas_livestock_integration_storage_service.dart,atlas_livestock_integration,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_livestock_integration/presentation/screens/atlas_livestock_integration_screen.dart,False
lib/features/atlas_official_integrations/data/services/atlas_official_integration_storage_service.dart,atlas_official_integrations,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_official_integrations/presentation/screens/atlas_official_integrations_screen.dart,False
lib/features/atlas_operations_enterprise/data/services/atlas_operations_enterprise_storage_service.dart,atlas_operations_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_operations_enterprise/presentation/screens/atlas_operations_enterprise_screen.dart,False
lib/features/atlas_platform_resilience/data/services/atlas_platform_resilience_storage_service.dart,atlas_platform_resilience,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_platform_resilience/presentation/screens/atlas_platform_resilience_screen.dart,False
lib/features/atlas_precision_livestock/data/services/atlas_precision_livestock_storage_service.dart,atlas_precision_livestock,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_precision_livestock/presentation/screens/atlas_precision_livestock_screen.dart,False
lib/features/atlas_predictive_ai_suite/data/services/atlas_predictive_ai_storage_service.dart,atlas_predictive_ai_suite,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_predictive_ai_suite/presentation/screens/atlas_predictive_ai_screen.dart,False
lib/features/atlas_quality_release/data/services/atlas_quality_release_storage_service.dart,atlas_quality_release,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_quality_release/presentation/screens/atlas_quality_release_screen.dart,False
lib/features/atlas_reproductive_ai/data/services/atlas_reproductive_prediction_storage_service.dart,atlas_reproductive_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_reproductive_ai/presentation/screens/atlas_reproductive_ai_screen.dart,False
lib/features/atlas_reproductive_premium/data/services/atlas_reproductive_premium_storage_service.dart,atlas_reproductive_premium,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_reproductive_premium/presentation/screens/atlas_reproductive_premium_screen.dart,False
lib/features/atlas_rural_business/data/services/atlas_rural_business_storage_service.dart,atlas_rural_business,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/atlas_rural_business/presentation/screens/atlas_rural_business_screen.dart,False
lib/features/atlas_saas_platform/data/services/atlas_saas_platform_storage_service.dart,atlas_saas_platform,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/atlas_saas_platform/presentation/screens/atlas_saas_platform_screen.dart,False
lib/features/atlas_supply_chain/data/services/atlas_supply_chain_storage_service.dart,atlas_supply_chain,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_supply_chain/presentation/screens/atlas_supply_chain_screen.dart,False
lib/features/atlas_supply_logistics_enterprise/data/services/atlas_supply_logistics_storage_service.dart,atlas_supply_logistics_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_supply_logistics_enterprise/presentation/screens/atlas_supply_logistics_screen.dart,False
lib/features/atlas_sustainability_ecosystem/data/services/atlas_ecosystem_storage_service.dart,atlas_sustainability_ecosystem,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_sustainability_ecosystem/presentation/screens/atlas_ecosystem_screen.dart,False
lib/features/atlas_sustainability_enterprise/data/services/atlas_sustainability_enterprise_storage_service.dart,atlas_sustainability_enterprise,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_sustainability_enterprise/presentation/screens/atlas_sustainability_enterprise_screen.dart,False
lib/features/atlas_veterinary_ai/data/services/atlas_veterinary_case_storage_service.dart,atlas_veterinary_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/atlas_veterinary_ai/presentation/screens/atlas_veterinary_ai_screen.dart,False
lib/features/benefits_realization/data/services/atlas_benefits_realization_repository.dart,benefits_realization,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/benefits_realization/presentation/screens/atlas_benefits_realization_screen.dart | lib/features/portfolio_management/presentation/screens/atlas_portfolio_management_screen.dart | lib/features/value_governance/presentation/screens/atlas_value_governance_screen.dart,False
lib/features/command_center/data/services/atlas_command_repository.dart,command_center,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/command_center/presentation/screens/atlas_command_center_screen.dart,False
lib/features/consultancy_hub/data/services/atlas_consultancy_repository.dart,consultancy_hub,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,,False
lib/features/consultancy_workflow/data/services/atlas_consultancy_workflow_repository.dart,consultancy_workflow,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/consultancy_workflow/presentation/screens/atlas_consultancy_workflow_screen.dart,False
lib/features/data_governance/data/services/atlas_data_governance_repository.dart,data_governance,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/data_governance/presentation/screens/atlas_data_governance_screen.dart,False
lib/features/digital_twin/domain/services/atlas_digital_twin_service.dart,digital_twin,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/core/operational_intelligence/action_plan/atlas_executive_360_service.dart | lib/core/reactivity/atlas_reactive_runtime.dart | lib/features/autonomous_consultant/presentation/screens/atlas_autonomous_consultant_screen.dart | lib/features/digital_twin/presentation/screens/atlas_digital_twin_screen.dart | lib/features/farm_audit/presentation/screens/atlas_farm_audit_screen.dart | lib/features/optimization_engine/presentation/screens/atlas_optimization_screen.dart | lib/features/scenario_simulator/presentation/screens/atlas_scenario_simulator_screen.dart,False
lib/features/executive_goals/data/services/atlas_executive_goal_storage_service.dart,executive_goals,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,lib/features/dashboard/presentation/screens/executive_dashboard_screen.dart | lib/features/executive_goals/presentation/screens/atlas_executive_goals_screen.dart | lib/features/executive_kpis/presentation/screens/atlas_executive_kpis_screen.dart,False
lib/features/farm_operations/data/services/atlas_operations_repository.dart,farm_operations,advanced_local_feature,advanced_validation,Feature avançada ainda local; mantida fora da autoridade dos módulos operacionais V1.,,False
lib/features/integration_hub/data/services/atlas_integration_repository.dart,integration_hub,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,,False
lib/features/investment_capital_allocation/data/services/atlas_investment_repository.dart,investment_capital_allocation,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,,False
lib/features/knowledge_learning/data/services/atlas_knowledge_repository.dart,knowledge_learning,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/decision_intelligence_lab/presentation/screens/atlas_decision_intelligence_lab_screen.dart | lib/features/knowledge_learning/presentation/screens/atlas_knowledge_learning_screen.dart | lib/features/recommendation_intelligence/presentation/screens/atlas_recommendation_intelligence_screen.dart,False
lib/features/observability/data/services/atlas_observability_repository.dart,observability,advanced_local_feature,internal_tool,"Ferramenta de plataforma, governança, qualidade, release ou operação interna; não é módulo produtivo da fazenda.",lib/features/observability/presentation/screens/atlas_observability_dashboard.dart,False
lib/features/performance_intelligence/data/services/atlas_performance_repository.dart,performance_intelligence,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,,False
lib/features/predictive/data/services/atlas_predictive_scenario_storage_service.dart,predictive,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,lib/features/predictive/presentation/screens/atlas_predictive_screen.dart,False
lib/features/predictive_ai/data/services/atlas_prediction_repository.dart,predictive_ai,advanced_local_feature,advanced_validation,Feature avançada preservada para evolução; dados locais não podem ser apresentados como autoridade operacional V1.,,False
